image,sentiment,confidence,explanation
id_1149597021319204866_2019-07-12.jpg,negative,0.8,The image shows a car driving through a flooded street. The water is high enough to cover the wheels of the car. The cars are driving slowly and carefully. The scene is one of inconvenience and danger. The image is a negative one.
id_1163904205364576256_2019-08-20.jpg,neutral,1,"The image is of a plasma ball, which is a sphere of ionized gas. It is often used as a decorative item or novelty toy. The image is visually appealing, but it does not have any明顯的情緒。"
id_1140908286369308672_2019-06-18.jpg,positive,0.6,The image is about thousands of coffee farmers being trained in sustainable farming practices in 2018. This is a positive event as it suggests that the coffee industry is taking steps to become more environmentally friendly and sustainable.
id_1156550343561502721_2019-07-31.jpg,positive,0.7,"The image shows a group of people planting trees. This is a positive act, as it helps to improve the environment."
id_1159041889515048964_2019-08-07.jpg,prediction failed,0,No sentiment detected.
id_1143130929566756864_2019-06-24.jpg,negative,0.8,"The image shows a group of people lying on the ground in front of a building. The people are all wearing casual clothes and look like they are tired or bored. The background of the image is a large, grey building with many windows. The overall tone of the image is negative."
id_1154517609997467648_2019-07-25.jpg,neutral,0.9,"The image is about a research article on learning from the climate change debate to avoid polarization. The article is written in an academic style and does not express any clear opinion or sentiment. Therefore, the sentiment of the image is classified as neutral."
id_1154440595223584773_2019-07-25.jpg,positive,0.9,"The image shows two women in a room, one of whom is waving. This suggests that the women are happy to see each other, which is a positive sentiment."
id_1147135311861997569_2019-07-05.jpg,neutral,0.8,"The image is of Lady Gaga wearing an extravagant white dress. Her face is covered by a white mask with lace-like details. She is standing on a red carpet with photographers taking pictures of her. The image is visually interesting and unique, but it is difficult to determine the sentiment of the image based on the visual content alone."
id_1154377697503653889_2019-07-25.jpg,neutral,0.8,The image shows a black cat lying on a patterned rug. The cat has a neutral expression on its face. The image is well-lit and in focus.
id_1144448669870989312_2019-06-28.jpg,prediction failed,0,No sentiment detected.
id_1158427218021928960_2019-08-05.jpg,neutral,0.6,The image shows a man giving a speech. His facial expression and body language are neutral. The background is a wall with a seal on it. The image does not contain any obvious cues that would indicate a positive or negative sentiment.
id_1139530287451398144_2019-06-14.jpg,positive,0.9,"The image shows a group of people smiling and looking at the camera. This suggests that they are happy and enjoying themselves. The background is a cityscape, which is often seen as a positive thing. Overall, the image has a positive sentiment."
id_1152571259835863047_2019-07-20.jpg,positive,0.6,"The image is of Greta Thunberg, a young climate activist who has been praised for her work in raising awareness about climate change. The image is positive because it shows Greta as a strong and determined young woman who is fighting for a cause that she believes in. The image is also positive because it is a sign that young people are taking an interest in climate change and are willing to fight for a better future."
id_1137628944801255424_2019-06-09.jpg,positive,0.9,The woman is smiling.
id_1159964275856879617_2019-08-09.jpg,prediction failed,0,No sentiment detected.
id_1143209227755884549_2019-06-24.jpg,positive,0.9,"The image shows two people smiling and shaking hands, which is a positive sentiment."
id_1163414501607256065_2019-08-19.jpg,negative,0.9,The image is a letter to the future expressing concern about climate change and the melting of glaciers.
id_1155103342336598018_2019-07-27.jpg,positive,0.9,The image shows a lush garden with many different types of plants and flowers. The colors are vibrant and the suasana is peaceful. These factors contribute to a positive sentiment.
id_1152435463489146880_2019-07-20.jpg,negative,0.9,"The image shows a polar bear standing on melting ice. The text on the image reads: 'The real #FaceApp challenge we should be worried about'. This is a reference to the popular FaceApp challenge, which allows users to see how they would look as an older person. The image is a warning that the real challenge we should be worried about is climate change and its effects on the Arctic ice caps."
id_1147755511846264834_2019-07-07.jpg,positive,0.9,"The image shows a beautiful forest with green trees and blue sky. The sun is shining through the trees, creating a bright and uplifting scene. The overall feeling of the image is positive and peaceful."
id_1153029634210095108_2019-07-21.jpg,negative,0.9,"The image is about deforestation and forest degradation, which are both negative topics. The image also has a dark and gloomy atmosphere, which contributes to the negative sentiment."
id_1142424830551064584_2019-06-22.jpg,neutral,1,The image is a satellite image of a lake. It does not contain any people or objects that would indicate a sentiment.
id_1152278234094067717_2019-07-19.jpg,positive,0.6,The image shows a tree in a field on a sunny day. The sky is blue and there are some clouds in the sky. The tree is green and lush. The grass is also green. The image is very calming and peaceful.
id_1159683489480040448_2019-08-09.jpg,positive,0.75,"The image shows a bee pollinating a flower. This is a positive image because it shows the bee helping the flower to reproduce. The bee is also a symbol of hard work and industry, which are both positive qualities."
id_1146747739058921473_2019-07-04.jpg,negative,1,"The image shows a ruined building. It is likely that the building was damaged in a war or other disaster. The image is therefore likely to be associated with negative emotions such as sadness, fear, or anger."
id_1149692964144340992_2019-07-12.jpg,positive,0.9,The image shows a woman playing with an inflatable whale in a swimming pool. Her expression suggests that she is having fun. 
id_1157571479363555328_2019-08-03.jpg,positive,0.9,The image is an invitation to a royal event. It is written in a formal style and uses polite language. The overall tone of the image is positive.
id_1139572689889374210_2019-06-14.jpg,positive,0.9,"The image shows a group of people, including Prince Harry, smiling and shaking hands. This suggests that the people in the image are happy and enjoying themselves. The background is also green and bright, which suggests that the event is taking place on a nice day. Overall, the image is positive."
id_1164258525004140547_2019-08-21.jpg,positive,0.9,The woman is smiling.
id_1148519096541208577_2019-07-09.jpg,neutral,1,"The image is of David Attenborough, a British naturalist and broadcaster. He is looking at the camera with a neutral expression. The background is blurred and there are people sitting behind him. The image is taken from a video of Attenborough giving a speech. The sentiment of the image is neutral because Attenborough is not expressing any emotion."
id_1155079514571063299_2019-07-27.jpg,positive,0.6,The image shows a beautiful sunset over a lake. The sky is orange and the sun is setting. The water is calm and there are no people in the image. The image is peaceful and serene.
id_1163457126787878912_2019-08-19.jpg,prediction failed,0,No sentiment detected.
id_1155485720989130753_2019-07-28.jpg,negative,0.9,"The article is about the bubonic plague, which is a deadly disease. The article explains that climate change could bring the bubonic plague back to Los Angeles. This is a negative sentiment because the bubonic plague is a very serious disease."
id_1142015533937807360_2019-06-21.jpg,neutral,1,The image is a breaking news alert. It is neutral because it does not express any opinion or emotion.
id_1164545111335886848_2019-08-22.jpg,negative,0.9,The image is of a woman crying with a dark cloud of smoke and fire coming from her head. The colors are dark and the overall tone of the image is one of sadness and despair.
id_1146944181199396864_2019-07-05.jpg,positive,0.6,The image is a letter from the Prime Minister of Canada to the students of 1969 and 2019. The letter is about the importance of education and the students' role in shaping the future. The tone of the letter is positive and hopeful.
id_1139370306336747521_2019-06-14.jpg,positive,0.6,"The image shows a dog standing in a field of tall grass. The dog's ears are perked up and its tail is wagging, which suggests that it is happy and content. The sun is shining through the clouds, which creates a warm and inviting atmosphere. The overall feeling of the image is positive."
id_1163838619339186176_2019-08-20.jpg,negative,0.9,The image shows a forest fire. The fire is spreading and there is a lot of smoke. The trees are burning and the forest is being destroyed. The image is very sad and it makes me feel sad and angry.
id_1162971894129164290_2019-08-18.jpg,negative,0.9,The image is about a letter to the future. It is about how the first Icelandic glacier has lost its status as a glacier and how all glaciers are expected to follow the same path. The tone of the letter is sad and concerned.
id_1153798263390105600_2019-07-23.jpg,neutral,0.5,The article is about Kourtney Kardashian considering moving to Italy during the California wildfires. The sentiment is neutral because it is simply reporting on the news and not expressing an opinion about it.
id_1155739893752107013_2019-07-29.jpg,positive,0.6,"The image shows a plant growing in a dry, cracked earth. The plant is a symbol of hope and new life, and the fact that it is growing in such a harsh environment suggests that it is a very strong and resilient plant. The image is also very visually appealing, and the colors of the earth and the plant are very complementary. Overall, the image is very positive and uplifting."
id_1157719458636427264_2019-08-03.jpg,negative,0.8,The passage is about the credibility of climate activists and scientists. It suggests that people learn that even members of the IPCC are not above self-interest and human error. This is a negative sentiment.
id_1140076341041291265_2019-06-16.jpg,negative,0.9,"The image is dark and gloomy. The person in the image is screaming, which is a sign of distress. The overall feeling of the image is one of despair and hopelessness."
id_1155577108573372416_2019-07-28.jpg,positive,0.75,"The image shows a reindeer lying on the beach, which is a positive and relaxing scene. The reindeer appears to be content and at peace, which further adds to the positive sentiment of the image."
id_1162090476557787136_2019-08-15.jpg,positive,0.9,"The image shows a person reading a book by Greta Thunberg, who is a well-known environmental activist. The book is titled 'No One is Too Small to Make a Difference', which suggests that the person reading the book is interested in making a positive impact on the world. Additionally, the person is reading the book in a natural setting, which suggests that they are enjoying the outdoors and care about the environment."
id_1141352512563351552_2019-06-19.jpg,neutral,0.8,"The image shows a man working in a factory. He is wearing a hard hat and safety glasses, and he is operating a machine. The image is well-lit and the man looks focused on his work. There is no clear indication of the sentiment of the image."
id_1151198146157928448_2019-07-16.jpg,neutral,1,The image is a satellite image of the Earth. It does not contain any people or objects that can be associated with a sentiment.
id_1159936662660689921_2019-08-09.jpg,negative,1,The image is a stamp with the text 'FAKE NEWS' in red. The word 'fake' has a negative connotation and is often used to describe something that is not true or accurate. The image is likely intended to convey a negative sentiment about news that is not true or accurate.
id_1153608557587259393_2019-07-23.jpg,neutral,1,"The image is of a forest. Forests are often seen as neutral, as they can be both beautiful and dangerous."
id_1161729159569166336_2019-08-14.jpg,negative,0.9,The image shows a large number of dead fish. The caption states that this is the result of a heat wave in Alaska. The combination of these two elements creates a strong sense of sadness and despair.
id_1143617487357075458_2019-06-25.jpg,positive,0.9,The image shows two people smiling and standing close to each other. This indicates a positive sentiment.
id_1146983198108393472_2019-07-05.jpg,negative,0.8,"The image shows a homeless person sleeping on the sidewalk. The person is lying in a curled-up position, with their face hidden. The background is a blue wall with graffiti. The image is sad and evokes sympathy for the homeless person."
id_1138556409757478918_2019-06-11.jpg,positive,0.7,"The image is of a man holding a sign that says he will not take contributions from the oil, gas, and coal industries. This is a positive sentiment because it indicates that the man is committed to fighting climate change."
id_1139799550078701569_2019-06-15.jpg,neutral,1,"The image does not contain any people or objects that would indicate a positive or negative sentiment. The image is of a natural landscape, which can be seen as neutral."
id_1161620549665210368_2019-08-14.jpg,positive,0.75,"The image shows three children holding a sign that says 'Beto for America', which indicates their support for the candidate. The children are smiling, which suggests that they are happy to be supporting Beto. Additionally, the sign is placed in front of a door, which suggests that the children are ready to go out and campaign for Beto."
id_1141019093107126280_2019-06-18.jpg,positive,0.8,"The image shows a group of dogs pulling a sled across a beautiful blue lake with mountains in the background. The dogs look happy and excited, and the scenery is stunning. This image is likely to make people feel happy and peaceful."
id_1138219720409264135_2019-06-10.jpg,neutral,0.8,The person in the image is not expressing any particular emotion and is looking at the camera in a neutral way.
id_1143919025740746757_2019-06-26.jpg,negative,0.9,"The image is about climate change and it shows that the situation is getting worse. The image is in black and white and the tone is serious, which makes the image feel negative."
id_1150004823657332736_2019-07-13.jpg,negative,0.8,"The image shows three people standing on blocks of ice with nooses around their necks. This is likely a protest or demonstration, and the people in the image are likely trying to convey a message about death or oppression."
id_1163077358112448512_2019-08-18.jpg,positive,0.6,"The image shows a group of people, including a young girl, holding signs and marching in a protest. The signs are about climate change and the need to take action. The people are all dressed in warm clothes, and it appears to be a cold day. However, the overall sentiment of the image is positive, as the people are all working together to raise awareness about an important issue."
id_1146728024844439552_2019-07-04.jpg,positive,0.9,The woman is smiling and there are flowers in the background. This suggests that she is happy and enjoying herself.
id_1160169189149159426_2019-08-10.jpg,positive,0.7,"The image shows a group of people planting a tree. The people are smiling and appear to be enjoying themselves. The image is bright and sunny, which suggests that the event is taking place on a nice day. The overall sentiment of the image is positive."
id_1163111634132525073_2019-08-18.jpg,positive,0.6,The image is about NetJets environmental programs. It talks about how NetJets is committed to reducing its environmental impact and has implemented various programs to achieve this goal. The tone of the image is positive and confident.
id_1161277990501851137_2019-08-13.jpg,negative,0.6,The image shows a very unhealthy and messy burger with fries. The colors of the image are dark and unappetizing. These factors contribute to the negative sentiment of the image.
id_1138720652297248770_2019-06-12.jpg,positive,0.9,'I'm backing Boris!' is a positive statement of support for Boris.
id_1159520671136976896_2019-08-08.jpg,neutral,1,"The image is of a group of sheep in a field with mountains in the background. There is nothing inherently positive or negative in the image, so it is classified as neutral."
id_1163578844319604736_2019-08-19.jpg,negative,0.9,"The image shows a train crash. The people in the image are scared and/or injured. The image is in black and white, which adds to the sense of foreboding."
id_1153720737804574730_2019-07-23.jpg,negative,0.8,The image shows a man sitting on the sidewalk with a sign that says 'Doctors for XR Hunger Strike Day 8'. The man looks sad and tired. The image is likely taken during a protest about climate change. The sentiment of the image is negative because it shows the desperation of people who are trying to raise awareness about climate change.
id_1161246019012759555_2019-08-13.jpg,negative,0.9,The image is about a poll that says 62% of Americans want action on climate change and that the government is doing too little to protect the environment. This is a negative sentiment because it indicates that people are dissatisfied with the government's efforts to address climate change.
id_1144145485025828864_2019-06-27.jpg,neutral,0.6,The image shows a beach with a blue sky and white clouds. There are some trees and buildings in the background. Two dogs are walking on the beach. The image is not very clear and it is difficult to see any details. The sentiment of the image is neutral.
id_1159843240821964801_2019-08-09.jpg,positive,0.6,The image shows a colorful and明亮的教室，墙上装饰着五颜六色的几何图案。门的颜色也很鲜艳。这些元素都给人一种积极的感觉。
id_1139834105321799686_2019-06-15.jpg,positive,0.6,"The image shows two men smiling and shaking hands, which is a positive sentiment."
id_1162410802466435072_2019-08-16.jpg,negative,0.8,"The image shows that the majority of the Earth's atmosphere is made up of nitrogen and oxygen, with a small percentage of argon. The image also shows that the amount of carbon dioxide in the atmosphere has increased due to human activity. This increase in carbon dioxide is causing the Earth's temperature to rise, which is leading to climate change. The overall sentiment of the image is negative because it shows that human activity is having a negative impact on the Earth's atmosphere."
id_1161971301877202946_2019-08-15.jpg,negative,0.6,The image shows a stack of books and a computer monitor. The top book is titled 'Greta Thunberg No One Is Too Small To Make A Difference'. The second book is titled 'Living Planet Report 2018' and has a picture of two children on the cover. The third book is titled 'IPCC Global Warming of 1.5°C' and has a graph on the cover. The overall sentiment of the image is negative because it is about climate change and the疊放的書都是與環境議題相關，書的內容可能偏向負面
id_1154826786657775617_2019-07-26.jpg,negative,0.8,'dire' is usually used to negatively describe a situation
id_1156307043638226946_2019-07-30.jpg,positive,0.9,"The image shows a group of people smiling and posing for a picture. There are two women and five men in the picture. They are all wearing formal clothes. The background is a building with a lot of plants. The people in the picture look happy and relaxed. The image is taken from a slightly elevated angle, which gives the viewer a sense of authority and power."
id_1155345519608156160_2019-07-28.jpg,negative,0.9,"The image is about 90% of children breathing polluted air every day. It's a negative message, because it's talking about the health of children and how they are being exposed to polluted air."
id_1158721370810933249_2019-08-06.jpg,neutral,1,"The image is of Christine Lagarde, the president of the European Central Bank. She is speaking at a conference in Munich, Germany. The image is neutral because it does not express any emotion."
id_1143258065631944705_2019-06-24.jpg,positive,0.9,"The image shows three people smiling and posing for a photo. This suggests that they are happy and enjoying themselves. The background is a cityscape, which is often seen as a positive thing. Overall, the image has a positive sentiment."
id_1142780595161980929_2019-06-23.jpg,positive,0.6,"The image shows a healthy and delicious-looking salad, which is likely to evoke positive feelings in viewers."
id_1163894996778541057_2019-08-20.jpg,neutral,0.6,The image shows a group of people in a boat on a flooded river. The people are all wearing turbans and the boat is decorated with a Sikh flag. The image is likely taken in India or Pakistan. The sentiment of the image is neutral because it is not clear whether the people are in danger or if they are being rescued.
id_1148450572464340992_2019-07-09.jpg,positive,0.9,"The image shows a dog wearing a lab coat and goggles, which are typically associated with scientists. The dog is also standing in front of a whiteboard with a scientific equation written on it. These elements suggest that the dog is a scientist, which is a positive and intelligent profession. Additionally, the dog is smiling, which is a positive expression. Overall, the image has a positive sentiment."
id_1154775111964200960_2019-07-26.jpg,positive,0.6,The image shows a young boy holding a sign that says 'Climate Strike'. He is sitting in front of a fence with a sign that says '#ParentsForFuture #ClimateAction NOW!' There are also other signs around him that say things like 'I'm striking with kids around the world for a better future' and '#FridaysForFuture'. The overall sentiment of the image is positive because it shows people taking action to address climate change.
id_1157305805147820032_2019-08-02.jpg,negative,0.9,The image is about a letter to the future. It is about how the first Icelandic glacier has lost its status as a glacier and how all glaciers are expected to follow the same path. The tone of the letter is sad and諦観的.
id_1156640914787512321_2019-07-31.jpg,prediction failed,0,No sentiment detected.
id_1164503926328188934_2019-08-22.jpg,negative,0.9,The image shows a large forest fire. The fire is spreading quickly and there is a lot of smoke. The image is very dramatic and it evokes a feeling of danger and fear.
id_1164216771978694657_2019-08-21.jpg,negative,0.9,"The image is about the Amazon rainforest burning. The text on the image says 'The Amazon is burning'. It also says 'It provides over 20% of the Earth's oxygen'. The image is in red and black, which are colors often associated with danger and urgency. The overall tone of the image is negative and conveys a sense of urgency."
id_1154357610218496000_2019-07-25.jpg,positive,0.9,The woman is smiling.
id_1147658497254969344_2019-07-07.jpg,negative,0.8,"The image shows a factory emitting dark smoke into the sky, which is a negative sign of pollution and environmental damage."
id_1160042763750191104_2019-08-10.jpg,positive,0.9,"The image shows a group of smiling school girls holding up small trees, which suggests that they are planting them. This is a positive act, as it is helping to improve the environment."
id_1159555247536332800_2019-08-08.jpg,neutral,1,The image shows two men in suits signing a document. There is no clear indication of the sentiment of the image.
id_1147838621401133056_2019-07-07.jpg,positive,0.9,"The image shows a beautiful forest with green trees and blue sky, which is likely to evoke positive feelings in viewers."
id_1153739173486104576_2019-07-23.jpg,positive,0.6,The image shows a woman holding up a bag that says 'Clean Pakistan'. The woman is smiling and looks happy. The image is likely to be promoting the government's efforts to clean up Pakistan.
id_1149637861810954246_2019-07-12.jpg,positive,0.6,"The image shows a group of people protesting against climate change. The protesters are holding signs and chanting slogans. The overall sentiment of the image is positive, as the protesters are trying to raise awareness about an important issue."
id_1153771822711808001_2019-07-23.jpg,neutral,1,The image is of a gas canister. There is nothing inherently positive or negative about a gas canister. It is a neutral object.
id_1141838015142092800_2019-06-20.jpg,positive,0.6,The image shows a man standing in front of a solar panel. The man is smiling and looking at the solar panel. The image is bright and sunny. These factors suggest that the sentiment of the image is positive.
id_1148624170730819589_2019-07-09.jpg,negative,0.7,"The image is about the global mean temperature in 2018 being approximately 1°C above the pre-industrial baseline. The image is likely to be perceived as negative because it indicates that the Earth is getting warmer, which could have negative consequences for the planet."
id_1156187294522576902_2019-07-30.jpg,positive,0.6,"The image shows Jeremy Corbyn, the leader of the Labour Party, holding a book titled 'For the many, not the few'. He is smiling and looks confident. The image is likely to be seen as positive by people who support the Labour Party and its policies."
id_1144957235799322625_2019-06-29.jpg,positive,0.6,The article is about a government minister praising the work done by a water conservation program. The minister is quoted as saying that the program has been successful in increasing groundwater levels and that it is a notable work. The article also mentions that the program has been implemented in other states and that it has been successful there as well.
id_1161289761031708673_2019-08-13.jpg,negative,0.9,"The image shows a train labeled 'Climate Change Agenda' with a sign saying 'One Way Only' pointing towards 'Socialism, Communism, Tyranny'. The image is likely criticizing the left-wing political agenda, and is therefore negative in sentiment."
id_1149328670244446210_2019-07-11.jpg,neutral,0.8,"The image shows a nuclear power plant with a blue sky and green trees in the foreground. The image is not very clear, but it is not negative."
id_1154700299120123909_2019-07-26.jpg,neutral,1,The image is a close-up of a water droplet. There is no clear indication of a positive or negative sentiment.
id_1146124552897998852_2019-07-02.jpg,negative,0.7,The image is about the negative impact of air travel on the environment. The article's title expresses the author's guilt about flying despite the negative impact on the environment.
id_1159811598980124672_2019-08-09.jpg,neutral,1,"The image is of a snow leopard in the snow. The leopard is the main focus of the image and is in the center of the frame. The leopard is looking at the camera with an arguably neutral expression. The background is a blur of snow and trees. The image is well-lit and the colors are balanced. Overall, the image has a neutral sentiment."
id_1161290328286126081_2019-08-13.jpg,positive,0.9,The image shows a grill with burgers and cheese. The burgers are cooked and the cheese is melted. The grill is hot and there is smoke coming off of it. The image is well-lit and the colors are vibrant. The overall feeling of the image is positive.
id_1159377265790205952_2019-08-08.jpg,negative,0.8,"The image shows a group of people walking through a barren field. The sky is dark and cloudy, and there is a large fire in the distance. The image is likely depicting a war or other type of conflict, and the people in the image are likely fleeing from danger. The image is therefore likely to be negative."
id_1163360702364606464_2019-08-19.jpg,positive,0.6,"The image shows a large solar farm, which is a positive development in the fight against climate change."
id_1147134781743869952_2019-07-05.jpg,positive,0.9,"The image shows a group of people planting a tree. The people are smiling and appear to be enjoying themselves. The image is bright and sunny, which suggests that the event is taking place on a nice day. The overall tone of the image is positive."
id_1137338189402714113_2019-06-08.jpg,positive,0.9,"The image shows two people snorkeling in a coral reef. The water is clear and blue, and the coral is colorful and healthy. The people are smiling and appear to be enjoying themselves. The overall feeling of the image is positive."
id_1157415711796600832_2019-08-02.jpg,negative,0.9,The image is a quote from the CBC stating that Andrew Scheer's environmental plan does not set any targets for greenhouse gas reductions. The quote is negative because it suggests that Scheer's plan is inadequate to address climate change.
id_1154714098023718914_2019-07-26.jpg,positive,0.6,"The image shows a cow standing in a green field, looking at the camera. The cow is black and white, and there is a blue sea in the background. The image is peaceful and relaxing."
id_1156201006260203520_2019-07-30.jpg,positive,0.9,"The image shows two people of different ethnicities shaking hands, which is a positive sign of cooperation and respect."
id_1159441545931702274_2019-08-08.jpg,neutral,0.8,The image is about a new farm economy. It is difficult to determine the sentiment of the image without additional information.
id_1160159730301583360_2019-08-10.jpg,positive,0.9,The image shows a group of smiling girls holding up plants. This is a positive image because it shows that the girls are taking an interest in the environment and are taking action to help it.
id_1153945049497067522_2019-07-24.jpg,positive,0.6,"The image shows a lush green rainforest with tall trees and bright sunlight. The overall impression is one of beauty and natural wonder, which is why the sentiment is positive."
id_1160682253665611776_2019-08-11.jpg,positive,0.9,The image shows a group of smiling girls holding up saplings. They are likely planting trees as part of an environmental project. The image is positive because it shows people taking action to protect the environment.
id_1161189710322159616_2019-08-13.jpg,neutral,0.8,The image shows a group of people walking together. There are no obvious signs of happiness or sadness. The image is likely to be neutral.
id_1159579827546021891_2019-08-08.jpg,positive,0.7,"The image is about how to reduce the use of plastic in food and drink establishments. It provides six tips, such as not using plastic straws, offering free water refills, and encouraging customers to compost their food waste. The overall tone of the image is positive and informative."
id_1163662206090862593_2019-08-20.jpg,negative,0.9,The image is about a letter to the future and it is about a glacier that is losing its status as a glacier. The tone of the letter is sad and it is clear that the author is concerned about the future of the glacier.
id_1160506111025397761_2019-08-11.jpg,negative,0.6,The image shows a young girl looking at a large open pit mine. The girl's expression is one of sadness and concern. The image is likely to evoke feelings of sadness and concern in viewers.
