image,error,finish_reason,HARM_CATEGORY_SEXUALLY_EXPLICIT,HARM_CATEGORY_HATE_SPEECH,HARM_CATEGORY_HARASSMENT,HARM_CATEGORY_DANGEROUS_CONTENT
id_1158362742308376577_2019-08-05.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1163851874921005057_2019-08-20.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1149650065683705856_2019-07-12.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1145430824780738565_2019-06-30.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1144831460475457536_2019-06-29.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1164159904363536384_2019-08-21.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1157699684057649152_2019-08-03.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1155190148541423617_2019-07-27.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1145679623822426118_2019-07-01.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1162127258145837056_2019-08-15.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1159964275856879617_2019-08-09.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1156640914787512321_2019-07-31.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1150255782379892736_2019-07-14.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1100513685494263808_2019-02-26.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1095425185992400896_2019-02-12.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1105981147077591040_2019-03-13.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1098698012933718021_2019-02-21.jpg,Invalid \escape: line 1 column 228 (char 227),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1105870144478183424_2019-03-13.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1116698480708399106_2019-04-12.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1129700071799427078_2019-05-18.jpg,503 The model is overloaded. Please try again later.,SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1133392257548267520_2019-05-28.jpg,503 The model is overloaded. Please try again later.,SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1115932566127820800_2019-04-10.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1123919838550941698_2019-05-02.jpg,503 The model is overloaded. Please try again later.,SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1156906623945732096_2019-08-01.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1147516220855455744_2019-07-06.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1146301321563299840_2019-07-03.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1158587189770563584_2019-08-06.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1141973833139871745_2019-06-21.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1150671089585905664_2019-07-15.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1152354170776772608_2019-07-19.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1162063285501472768_2019-08-15.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1090751080898584576_2019-01-30.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1113923471279632385_2019-04-04.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1082689276788129793_2019-01-08.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1114527100785123328_2019-04-06.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1120111015075540992_2019-04-21.jpg,503 The model is overloaded. Please try again later.,SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1155145067704856576_2019-07-27.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1162063285501472768_2019-08-15.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1156819162779529216_2019-08-01.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1163851874921005057_2019-08-20.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1150122829641203712_2019-07-13.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1149650065683705856_2019-07-12.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1144831460475457536_2019-06-29.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1164159904363536384_2019-08-21.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1157699684057649152_2019-08-03.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1155190148541423617_2019-07-27.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1145679623822426118_2019-07-01.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1185585911733469184_2019-10-19.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1172501722943676416_2019-09-13.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1176565240403767296_2019-09-24.jpg,503 The model is overloaded. Please try again later.,SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1167074401046556673_2019-08-29.jpg,503 The model is overloaded. Please try again later.,SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1167941421296316416_2019-08-31.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1179844862063104001_2019-10-03.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1170461958195351553_2019-09-07.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1178630148112953345_2019-09-30.jpg,Unterminated string starting at: line 1 column 60 (char 59),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1210597086955098112_2019-12-27.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1182252450528600074_2019-10-10.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1157205662490857472_2019-08-02.jpg,503 The model is overloaded. Please try again later.,SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1163457126787878912_2019-08-19.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1147516220855455744_2019-07-06.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1146301321563299840_2019-07-03.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1158587189770563584_2019-08-06.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1141973833139871745_2019-06-21.jpg,"The `response.text` quick accessor only works when the response contains a valid `Part`, but none was returned. Check the `candidate.safety_ratings` to see if the response was blocked.",SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1150671089585905664_2019-07-15.jpg,503 The model is overloaded. Please try again later.,SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1152354170776772608_2019-07-19.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1165156587322904577_2019-08-24.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1170093063542333440_2019-09-06.jpg,Invalid \escape: line 1 column 111 (char 110),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
id_1168879448730607617_2019-09-03.jpg,Unterminated string starting at: line 1 column 62 (char 61),SAFETY,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
