created_at,img_name,language,like_count,quote_count,referenced_tweets,retweet_count,text,tweet_id,Negative,Neutral,Positive,text_sent
2019-02-05T16:09:36.000Z,id_1092817526399078400_2019-02-05.jpg,en,35161,1028,<NA>,4713,"Yesterday I visited a school assembly w/ teens in Queens.One of them asked, \xe2\x80\x9cWhat can WE do to combat climate change?\xe2\x80\x9d2 recs:- Skip disposable razors+switch to safety razors- Give your tummy a break! Skip meat/dairy for a meal (easiest is bfast, I do banana & peanut butter) https://t.co/BnAg4x5lGS",1092817526399078400,0.14465533196926117,0.6620071530342102,0.19333750009536743,Neutral
2019-08-12T21:31:52.000Z,id_1161027544096923656_2019-08-12.jpg,en,31963,23,<NA>,3041,Just got off the phone with the CEO of climate change...I told him to fuck off \xf0\x9f\x92\xaa\xf0\x9f\x98\xa4 https://t.co/yMYMYMLisO,1161027544096923656,0.8569696545600891,0.1293785572052002,0.013651766814291477,Negative
2019-11-02T06:25:33.000Z,id_1190515268356755461_2019-11-02.jpg,en,28265,3535,<NA>,4884,"You still flying on that private jet and cruising on those mega yachts lecturing the rest of us on \xe2\x80\x9cclimate change,\xe2\x80\x9d you little turd? https://t.co/aVnjhbH8wI",1190515268356755461,0.7493323087692261,0.22572638094425201,0.024941345676779747,Negative
2019-04-04T02:08:35.000Z,id_1113624374702166017_2019-04-04.jpg,en,25977,709,<NA>,2507,"More than 8,000 people on Instagram are watching @AOC live stream herself putting together IKEA furniture, drinking wine and talking about the GOP and climate change https://t.co/VTBoaku8o4",1113624374702166017,0.031644172966480255,0.4954962134361267,0.47285962104797363,Neutral
2019-12-18T23:58:13.000Z,id_1207450022591238144_2019-12-18.jpg,en,23278,333,<NA>,9531,".@FIAFormulaE tonight is announcing that it has enlisted super viral K-pop group @BTS_twt to help promote electric vehicles and combating climate change.\xe2\x9e\x96 BTS is one of the most followed music acts in the world, with more than 90 million social media followers. https://t.co/7FSvU3RsLw",1207450022591238144,0.00142386753577739,0.14876341819763184,0.8498127460479736,Positive
2019-06-28T13:08:10.000Z,id_1144593331705372672_2019-06-28.jpg,en,21127,144,<NA>,3297,"Friendly nations, futuristic outcomes. The RIC (Russia-India-China) meeting was an excellent forum to discuss ways to enhance multilateral cooperation between our nations and work to mitigate challenges being faced by our planet, most notably terrorism and climate change. https://t.co/LTljcPCTDW",1144593331705372672,0.003296877723187208,0.06985487043857574,0.926848292350769,Positive
2019-12-19T02:20:48.000Z,id_1207485907147907072_2019-12-19.jpg,en,20091,137,<NA>,7661,Formula E is joining forces with BTS to help promote the benefits of electric vehicles and the crucial part they will play in combating climate change. https://t.co/PUARc3rssi,1207485907147907072,0.0024963149335235357,0.20706012845039368,0.7904435992240906,Positive
2019-09-20T18:41:34.000Z,id_1175117813511598083_2019-09-20.jpg,en,19333,278,<NA>,4284,"Climate change is not a possibility for the distant future, it is the REALITY OF TODAY!!! It\xe2\x80\x99s time to rise before it\xe2\x80\x99s too late. We support you, climate strikers. With love and hope from Antarctica.#ClimateStrike #FridaysForFuture https://t.co/Z4AoIuPXWw",1175117813511598083,0.02785463258624077,0.2611440420150757,0.7110013365745544,Positive
2019-10-25T23:51:31.000Z,id_1187879392837541893_2019-10-25.jpg,en,17639,394,<NA>,3071,"b""i know this is a bill hader's acc but can we appreciate ted danson being arrested for protesting climate change https://t.co/eAuyquzauA""",1187879392837541893,0.3314642012119293,0.5708255171775818,0.09771032631397247,Neutral
2019-12-22T23:04:42.000Z,id_1208886106512478208_2019-12-22.jpg,en,16880,241,<NA>,3920,Time we put every Australian politicians feet to the fire ( intended ) & get serious about climate change and our future.When the fire season passes they\xe2\x80\x99ll assure you it wasn\xe2\x80\x99t as bad as you remember.9 million acres and counting says fuck that bullshit. #wakeupAustralia https://t.co/79Yc2DJLDe,1208886106512478208,0.806015133857727,0.16822652518749237,0.025758305564522743,Negative
2019-09-11T23:47:00.000Z,id_1171933189335437312_2019-09-11.jpg,en,16444,127,<NA>,2686,"Who will be the new National Security Advisor? Will it be The Hamburglar, or is he better suited to take on climate change? When it comes to horrible options, Trump\xe2\x80\x99s bench runs deep. BTW you\xe2\x80\x99re  paying for the burgers. https://t.co/HhyLbrlZgq",1171933189335437312,0.7095155715942383,0.2613122761249542,0.02917216531932354,Negative
2019-08-11T10:59:52.000Z,id_1160506111025397761_2019-08-11.jpg,en,15777,129,<NA>,3142,"Yesterday I visited the people protecting the Hambach forrest, in Germany.Our war against nature must end. Read more about the background of the Hambach forrest here: https://t.co/uj56gyEyiT#HambiBleibt #ecologicalbreakdown #ecologicalemergency #keepitintheground #endcoal https://t.co/K7jim5vVw3",1160506111025397761,0.3778064250946045,0.5481358170509338,0.07405777275562286,Neutral
2019-06-06T15:07:01.000Z,id_1136650709099790336_2019-06-06.jpg,en,15576,32,<NA>,1923,the people: corporate America needs to step and do their part to reverse climate change and save our enviornmentMcDonalds: loud and clear https://t.co/xkqRIVGy9T,1136650709099790336,0.15582720935344696,0.589588463306427,0.25458434224128723,Neutral
2019-06-03T19:49:06.000Z,id_1135634532902821893_2019-06-03.jpg,en,15227,53,<NA>,1773,wen only one person in class has guidelines to help reverse climate change and stop the effects of greenhouse gas emissions \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/pimpigI06y,1135634532902821893,0.18601636588573456,0.6755679249763489,0.1384156346321106,Neutral
2019-10-16T12:40:52.000Z,id_1184449127188484097_2019-10-16.jpg,en,14363,72,<NA>,2076,"The Duke and Duchess of Cambridge visited the stunning mountains of Northern Pakistan, where the stark effects of climate change and global warming are having a profound impact on the communities that call the region home. #RoyalVisitPakistan https://t.co/NLv8XEPtQ9",1184449127188484097,0.042826224118471146,0.4820186495780945,0.47515517473220825,Neutral
2019-09-08T06:14:23.000Z,id_1170581124646457344_2019-09-08.jpg,en,13809,361,<NA>,6954,"b""\xf0\x9f\x8c\xb1Plant Today, Save Tomorrow Year 2\xf0\x9f\x8c\xb1To celebrate RM's birthday, we planted 600 indigenous trees in Sierra Madre, the longest mountain range in PH, hoping to leave a legacy for RM & ARMY and be part of the solution to climate change.#weloveyouTREEthousand#Namjooning #\xeb\x82\x98\xeb\xac\xb4 \xf0\x9f\x92\x9a https://t.co/Adb0tMqRWV""",1170581124646457344,0.002506319200620055,0.14515212178230286,0.8523415327072144,Positive
2019-05-09T21:07:47.000Z,id_1126594637169401863_2019-05-09.jpg,en,13672,313,<NA>,4052,"b""billionaires are so obsessed with space colonization because they see it as a solution to climate change that doesn't involve confronting capitalism https://t.co/BnSKinWP3r""",1126594637169401863,0.7007290720939636,0.26541221141815186,0.03385866805911064,Negative
2019-02-19T22:34:45.000Z,id_1097987884097900544_2019-02-19.jpg,en,13279,1298,<NA>,12341,"It\xe2\x80\x99s not a big, iconic or \xe2\x80\x98sexy\xe2\x80\x99 species and it won\xe2\x80\x99t get much coverage in the media but this is important. The Bramble Cay melomys is now extinct ... the first mammal to be declared extinct due to human-caused climate change. Don\xe2\x80\x99t let this go unnoticed.https://t.co/9XppUNWe8A https://t.co/5hpN5nbv4F",1097987884097900544,0.6338024735450745,0.31333833932876587,0.05285923555493355,Negative
2019-02-08T14:01:54.000Z,id_1093872551221252096_2019-02-08.jpg,en,12946,67,<NA>,1317,#FBF to this amazing sign a fan made. We still have so much to do to combat #ClimateChange. Get familiar with the #GreenNewDeal now before it\xe2\x80\x99s too late: https://t.co/ePbwulCoXN https://t.co/WL19mL7Tfn,1093872551221252096,0.015282602980732918,0.16336138546466827,0.8213559985160828,Positive
2019-07-30T10:26:28.000Z,id_1156149048988119040_2019-07-30.jpg,en,11689,404,<NA>,6791,The top image is a fictitious weather report imagining what the weather would be like in 2050 for a 2014 French TV documentary about climate change. The bottom image is the real weather report from last week https://t.co/wBpqq08LGN,1156149048988119040,0.2982710301876068,0.644540011882782,0.05718902125954628,Neutral
2019-02-16T02:55:36.000Z,id_1096603976496308224_2019-02-16.jpg,en,11304,119,<NA>,1577,"Listened to Democrats, Republicans, and independents at UW-Madison tonight. Made me really hopeful for the future even as we talked about some really tough issues -- climate change, health care, money in politics, racism, immigration, and unifying a divided country. https://t.co/YeM3qde21O",1096603976496308224,0.006067766807973385,0.09096544235944748,0.9029667377471924,Positive
2019-07-21T01:26:28.000Z,id_1152751662504660992_2019-07-21.jpg,en,11120,250,<NA>,2249,Nothing to see hear. No climate change. https://t.co/9FBPiLX4hC,1152751662504660992,0.2667136788368225,0.6387395262718201,0.094546839594841,Neutral
2019-04-12T13:43:59.000Z,id_1116698480708399106_2019-04-12.jpg,en,10999,60,<NA>,2889,so i went to a climate change march... https://t.co/bGF76bWi2r,1116698480708399106,0.09471801668405533,0.8094133734703064,0.09586859494447708,Neutral
2019-04-24T07:12:18.000Z,id_1120948564425940994_2019-04-24.jpg,en,10678,295,<NA>,3909,"b""Ann Widdecombe embodies the Brexit Party perfectly:* Homophobic* Anti-abortion* Supports death penalty* Against women's rights/equality* Wants to shackle pregnant prisoners* Anti-sex education* Climate change denier* Racist* Writes for the Express#WednesdayWisdom https://t.co/INtBnMg12s""",1120948564425940994,0.9038332104682922,0.08951625227928162,0.0066505372524261475,Negative
2019-10-15T20:43:27.000Z,id_1184208185051242498_2019-10-15.jpg,en,10427,93,<NA>,1752,"On #IndigenousPeopleDay (and every day), let\xe2\x80\x99s call on governments around the world to secure the #LandRightsNow of indigenous people & celebrate their vital role in protecting our wildlife, wildlands & natural solutions to climate change. (Photo by @robindmoore) https://t.co/bTvT0vGBS9",1184208185051242498,0.005828326568007469,0.30336156487464905,0.6908100843429565,Positive
2019-08-26T15:26:04.000Z,id_1166008920638443521_2019-08-26.jpg,en,10186,599,<NA>,2902,Proud to release my climate change plan today - we must fight like mad for a future we will be glad to pass to our children.  #YangsClimatePlan \xf0\x9f\x91\x8d\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/tliM27XEqd https://t.co/azPcr4SxhO,1166008920638443521,0.003135847160592675,0.04364348575472832,0.9532206654548645,Positive
2019-12-03T11:15:39.000Z,id_1201822300494020609_2019-12-03.jpg,en,9620,7,<NA>,482,"Pioneers in #renewables, with an investment of >100,000 million \xe2\x82\xac... and we continue leading the energy transition. Clean energy is essential in the fight against #climatechange! \xe2\x99\xbb\xef\xb8\x8f\xf0\x9f\x92\x9a\xf0\x9f\x8c\x8d#COP25 #TimeToAct https://t.co/JBfXS4koqm https://t.co/YETz9xxsUq",1201822300494020609,0.014406458474695683,0.36903735995292664,0.6165561676025391,Positive
2019-07-28T14:07:37.000Z,id_1155479927816433665_2019-07-28.jpg,en,9582,69,<NA>,2490,Bleeding glaciers... #climatechange is real. Read more about on my Instagram: @hannes_becker #photosforvantae https://t.co/vqamHJHX2a,1155479927816433665,0.12907126545906067,0.7144601941108704,0.15646858513355255,Neutral
2019-08-25T22:05:48.000Z,id_1165747128917995526_2019-08-25.jpg,en,9527,151,<NA>,1111,"Spent some time catching up with Chancellor Merkel this afternoon and talked about the need for international cooperation for peace & security, and to fight climate change & the fires in the Amazon. Nice to see you, my friend. https://t.co/fCi7gJTwDB",1165747128917995526,0.0035755042918026447,0.07789313048124313,0.9185313582420349,Positive
2019-09-05T21:53:34.000Z,id_1169730315272839176_2019-09-05.jpg,en,9495,13,<NA>,752,"b""Greta Thunberg is #SolvingIt \xf0\x9f\x92\xaaThe 16-year-old climate activist began the #FridaysForFuture strike movement to demand real action on #ClimateChange.Our #SolvingIt series highlights young people tackling some of the world's most pressing problems. https://t.co/w7iQNdkOK0""",1169730315272839176,0.02507329173386097,0.5930112600326538,0.38191547989845276,Neutral
2019-12-20T05:41:03.000Z,id_1207898687302553600_2019-12-20.jpg,en,8897,301,<NA>,3903,"The three hottest days on record in Australia are now Tuesday, Wednesday and Thursday of this week. #ClimateChange https://t.co/FDq2iOKM0S",1207898687302553600,0.0019366841297596693,0.23490430414676666,0.7631590366363525,Positive
2019-08-20T18:37:36.000Z,id_1163882792490602496_2019-08-20.jpg,en,8574,410,<NA>,7365,16000 tree species inhabit the AmazonMore than 430 species of mammal are found in the AmazonMillion species of insects are found in the AmazonAll of them are dying because of our unwillingness to address climate change and failure to prevent the wildfires #PrayforAmazonia https://t.co/ldVeti5yks,1163882792490602496,0.7136542201042175,0.256985068321228,0.029360728338360786,Negative
2019-08-23T11:31:22.000Z,id_1164862691472625665_2019-08-23.jpg,in,8501,134,<NA>,13943,"Hutan Amazon yang dikenali sebagai paru-paru Bumi kerana menyumbang kepada 20% oksigen pada atmosfera dan memerangkap 10% karbon di planet ini telah terbakar seluas beribu-ribu ekar.Takziah Bumi, takziah buat kita semua yang menyayangi Bumi. \xf0\x9f\x98\xadClimate change is getting worse. https://t.co/Tzx3A2Jqe0",1164862691472625665,0.786931037902832,0.19674909114837646,0.016319893300533295,Negative
2019-08-22T18:44:36.000Z,id_1164609331276472320_2019-08-22.jpg,en,8359,105,<NA>,1097,"\xe2\x80\x98Don\xe2\x80\x99t Worry, I\xe2\x80\x99ll Always Be Here To Fight Climate Change,\xe2\x80\x99 Says Jay Inslee Before Ethereally Turning Into Majestic Oak https://t.co/GVuzd8pn9t https://t.co/FIa0Vnjxho",1164609331276472320,0.09857171773910522,0.7235567569732666,0.17787158489227295,Neutral
2019-09-23T18:15:05.000Z,id_1176198315857326081_2019-09-23.jpg,en,8301,1319,<NA>,1543,Sony says the PlayStation 5 will consume less power in effort to combat climate change https://t.co/fddeaLFZ4q https://t.co/92PfVgsPkp,1176198315857326081,0.03837212920188904,0.5593822002410889,0.4022456705570221,Neutral
2019-05-30T17:13:19.000Z,id_1134145777603928064_2019-05-30.jpg,en,8239,33,<NA>,2669,Me explaining how corporations are to blame for climate change and that the focus should be on them to                    Plastic Strawfix it                               Twitter https://t.co/n9vR1PFADr,1134145777603928064,0.44415348768234253,0.4849410355091095,0.07090549170970917,Neutral
2019-08-24T14:33:14.000Z,id_1165270849357848578_2019-08-24.jpg,en,8148,433,<NA>,7926,We\xe2\x80\x99re the first generation to feel the impact of #ClimateChange and the last generation that can do something about it. #ClimateActionNow #ClimateStrike https://t.co/dxHhwcHNhs,1165270849357848578,0.05738602951169014,0.6343620419502258,0.3082519471645355,Neutral
2019-10-11T19:18:01.000Z,id_1182737133443997699_2019-10-11.jpg,en,7962,1381,<NA>,2592,Jane Fonda was arrested Friday in front of the U.S. Capitol as part of her efforts to join the fight against climate change.https://t.co/wCnOH5O62x https://t.co/YfGKWh2F4E,1182737133443997699,0.3394335210323334,0.6232116222381592,0.03735482692718506,Neutral
2019-07-19T05:59:37.000Z,id_1152095628421423104_2019-07-19.jpg,en,7877,377,<NA>,5045,"The glacier \\Ok\\"" used to be a glacier but lost its status as such in 2014 when it had shrunk too much. This is a brand new memorial shield in its honour. #climatechange https://t.co/0YlIewvDJe""",1152095628421423104,0.2459058314561844,0.6344685554504395,0.11962563544511795,Neutral
2019-09-13T22:53:34.000Z,id_1172644518455336960_2019-09-13.jpg,en,7785,59,<NA>,651,with the gang in DC speaking to congresswomen/men about climate change and protecting the Arctic National Wildlife Refuge \xf0\x9f\x8c\x8e https://t.co/tIdBIl9cjT,1172644518455336960,0.0399765782058239,0.900032103061676,0.05999138206243515,Neutral
2019-01-09T01:42:42.000Z,id_1082814891671646209_2019-01-09.jpg,en,7639,115,<NA>,1170,"b""Rising sea levels aren't caused by climate change. It's caused by fish fucking too much https://t.co/l4wafml9BO""",1082814891671646209,0.7725334167480469,0.20137278735637665,0.026093890890479088,Negative
2019-08-14T10:41:43.000Z,id_1161588706777735169_2019-08-14.jpg,en,7491,71,<NA>,2392,"Hi @Jacob_Rees_Mogg you wrote to one of our followers saying: \\Making decisions which push the country into recession would be most unwise.\\"" Hmm. You were talking about climate change, not Brexit, but that just makes you a thermonuclear hypocrite. Cheers LBDx https://t.co/JXgqExEfGC""",1161588706777735169,0.8140679001808167,0.1674930453300476,0.01843900978565216,Negative
2019-02-11T02:12:07.000Z,id_1094781092316487682_2019-02-11.jpg,en,7317,97,<NA>,2316,The President on climate change. https://t.co/L8z1R9bRB1,1094781092316487682,0.1034156084060669,0.8175157308578491,0.07906868308782578,Neutral
2019-09-16T19:10:16.000Z,id_1173675488495075328_2019-09-16.jpg,en,7250,197,<NA>,1245,"Wow! I am INCREDIBLY HONOURED to receive this amazing award! For everyone here -- working every day to tell people climate change is real, we need to act now, and there IS hope -- you are part of this too. We are all in this together, and together we will prevail! https://t.co/uTE4D4albY",1173675488495075328,0.0014923310372978449,0.015707379207015038,0.9828002452850342,Positive
2019-06-02T12:11:11.000Z,id_1135156909064040449_2019-06-02.jpg,en,7191,534,<NA>,3987,"b""Guess who's been busy today mowing a stiff message for Trump under the Stansted flightpath... Please share and let's see how far we can spread the welcome!#climatechange #Trump #welcometrump https://t.co/crnZo5rnDv""",1135156909064040449,0.05601903796195984,0.5678103566169739,0.37617063522338867,Neutral
2019-09-05T13:54:46.000Z,id_1169609820162465792_2019-09-05.jpg,en,6977,11,<NA>,639,"b""Tune in to the newest episode of @POLITICO's Global Translations podcast with @mikebloomberg, @carlpope and #Citi's @edskyler to hear how cities, states and big companies are working to tackle climate change.https://t.co/5p7IYAfiEb(Sponsor content for Citi) https://t.co/ifkenHu1WF""",1169609820162465792,0.008220390416681767,0.6197624802589417,0.3720170557498932,Neutral
2019-10-25T19:49:56.000Z,id_1187818597537779712_2019-10-25.jpg,en,6877,28,<NA>,914,"psychiatrist: you say sometimes you don\'t feel happy \\enough.\\"" what\'s your measure of true happiness?me: Ted Danson getting arrested for protesting climate changepsychiatrist: ...me: also Jane Fonda is there https://t.co/RxbvYX6VV9""",1187818597537779712,0.4652351140975952,0.45605629682540894,0.07870858162641525,Negative
2019-04-25T19:48:15.000Z,id_1121501191987396608_2019-04-25.jpg,en,6779,201,<NA>,1209,"Canadians are already seeing the costs of climate change, with floods, fires, & droughts affecting families across the country. It\xe2\x80\x99s time for us to step up and take action \xe2\x80\x93 for our economy, our environment, and our kids. https://t.co/pr88uqkt5Y",1121501191987396608,0.5674393177032471,0.38200345635414124,0.05055722966790199,Negative
2019-01-10T19:02:05.000Z,id_1083438847764107264_2019-01-10.jpg,en,6470,5007,<NA>,1064,Rubio: Are you ready for President Kamala Harris declaring a national emergency over climate change? https://t.co/1CLifIrBKW https://t.co/e35KmPDv1c,1083438847764107264,0.21898484230041504,0.7454013228416443,0.035613805055618286,Neutral
2019-09-25T15:36:44.000Z,id_1176883241485131776_2019-09-25.jpg,en,6374,87,<NA>,1485,"Climate change is real.Bollywood actresses discussing Greta Thunberg, climate change and few more other things : https://t.co/dfuvUOEFdc",1176883241485131776,0.22366203367710114,0.684866726398468,0.09147126972675323,Neutral
2019-04-19T17:11:42.000Z,id_1119287469789405184_2019-04-19.jpg,en,6127,48,<NA>,1046,"After watching David Attenborough\xe2\x80\x99s Climate Change doc, my mum and dad joined me on their first ever act of civil disobedience on Waterloo Bridge @extinctionR. They had a great time and I\xe2\x80\x99m so proud! #ClimateChaos #InternationalRebellion https://t.co/1j4JmHkcSd",1119287469789405184,0.0018415588419884443,0.012561832554638386,0.9855965971946716,Positive
2019-11-21T08:38:53.000Z,id_1197434192461611009_2019-11-21.jpg,de,5974,456,<NA>,2456,"b""HERE\xe2\x80\x99S A REMINDER FROM POK\xc3\x89MON THAT CLIMATE CHANGE IS REALThe bubbly water-rock-type Pok\xc3\xa9mon Corsola, which existed in Pok\xc3\xa9dex since Pok\xc3\xa9mon Gold and Silver, now has a Galarian form in Pok\xc3\xa9mon Shield and guess what? It's now a ghost \xf0\x9f\x98\x9e https://t.co/OhE9dFi8cZ""",1197434192461611009,0.11664960533380508,0.7854931354522705,0.097857266664505,Neutral
2019-12-01T19:03:37.000Z,id_1201215289574273025_2019-12-01.jpg,en,5939,401,<NA>,1214,"Today, our Bicameral Congressional Delegation arrived to Madrid, Spain for the 2019 United Nations Framework on Climate Change. We were welcomed by Ambassador Duke Buchan III & the Marine Security Guard Detachment at the @USembassyMadrid. #COP25   #TimeForAction https://t.co/7qaAxfJvU2",1201215289574273025,0.0012854576343670487,0.12346310913562775,0.8752514719963074,Positive
2019-11-09T09:43:02.000Z,id_1193101683942780928_2019-11-09.jpg,en,5669,163,<NA>,2879,"b""Message to Media: Enough Bullshit. Read the evidence, believe the science, stop mucking about. This is what our BOM says of bushfires. 1. They're increasingly common 2. The fire season is getting longer. 3. Climate change is contributing. https://t.co/LlXNwOpUGT""",1193101683942780928,0.777122437953949,0.2029741406440735,0.019903384149074554,Negative
2019-10-29T03:44:57.000Z,id_1189025301801472000_2019-10-29.jpg,th,5551,159,<NA>,50072,\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb8\xad\xe0\xb8\xa2\xe0\xb8\xb9\xe0\xb9\x88\xe0\xb9\x83\xe0\xb8\x9910\xe0\xb8\xad\xe0\xb8\xb1\xe0\xb8\x99\xe0\xb8\x94\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x9b\xe0\xb8\xa3\xe0\xb8\xb0\xe0\xb9\x80\xe0\xb8\x97\xe0\xb8\xa8\xe0\xb9\x81\xe0\xb8\xa3\xe0\xb8\x81\xe0\xb8\x9a\xe0\xb8\x99\xe0\xb9\x82\xe0\xb8\xa5\xe0\xb8\x81\xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89\xe0\xb8\xa3\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x9c\xe0\xb8\xa5\xe0\xb8\x81\xe0\xb8\xa3\xe0\xb8\xb0\xe0\xb8\x97\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81 climate change \xe0\xb9\x82\xe0\xb8\x94\xe0\xb8\xa2\xe0\xb8\x95\xe0\xb8\xa3\xe0\xb8\x87 \xe0\xb8\xab\xe0\xb8\x99\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\xab\xe0\xb8\x99\xe0\xb8\xb2\xe0\xb8\xa7\xe0\xb9\x83\xe0\xb8\x99\xe0\xb8\xad\xe0\xb8\xb8\xe0\xb8\x93\xe0\xb8\xab\xe0\xb8\xa0\xe0\xb8\xb9\xe0\xb8\xa1\xe0\xb8\xb4 34C \xe0\xb8\x81\xe0\xb9\x87\xe0\xb8\x84\xe0\xb8\xb7\xe0\xb8\xad\xe0\xb8\xaa\xe0\xb8\xb1\xe0\xb8\x8d\xe0\xb8\x8d\xe0\xb8\xb2\xe0\xb8\x93\xe0\xb8\xab\xe0\xb8\xb2\xe0\xb8\xa2\xe0\xb8\x99\xe0\xb8\xb0 \xe0\xb9\x84\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\xad\xe0\xb8\xa2\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb8\x88\xe0\xb8\xb0\xe0\xb8\x88\xe0\xb8\xb4\xe0\xb8\x99\xe0\xb8\x95\xe0\xb8\x99\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb8\x96\xe0\xb8\xb6\xe0\xb8\x87\xe0\xb9\x83\xe0\xb8\x99\xe0\xb8\xad\xe0\xb8\xb5\xe0\xb8\x81 20\xe0\xb8\x9b\xe0\xb8\xb5 \xe0\xb8\x82\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\x87\xe0\xb8\xab\xe0\xb8\x99\xe0\xb9\x89\xe0\xb8\xb2 \xe0\xb8\x9b\xe0\xb8\xa3\xe0\xb8\xb0\xe0\xb9\x80\xe0\xb8\x97\xe0\xb8\xa8\xe0\xb8\x95\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\x87\xe0\xb8\xa5\xe0\xb8\xb8\xe0\xb8\x81\xe0\xb9\x80\xe0\xb8\x9b\xe0\xb9\x87\xe0\xb8\x99\xe0\xb9\x84\xe0\xb8\x9f \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/buMsDQoy4Y,1189025301801472000,0.0,0.0,0.0,
