,img_name,tweet_id_x,text_sentiment_label,image_sentiment_label,image_sentiment,confidence,explanation,text,text_sentiment
11,id_1211853488939925504_2019-12-31.jpg,1211853488939925504,Neutral,Negative,prediction failed,0.0,No sentiment detected.,"\xf0\x9f\xa4\x94\\why are children anxious about climate change?\\"" \xf0\x9f\xa4\x94 https://t.co/jwYmMORUVI""",negative
12,id_1205259190010204161_2019-12-12.jpg,1205259190010204161,Negative,Negative,positive,0.8,"The image contains 5 tweets, all of which express a positive sentiment towards New Zealand. The tweets are about moving to New Zealand, and how great it is there.","b""sorry about your shitty election but please don't come here, we need to save space for climate change refugees because idiots keep giving power to men who want to wreck the planet https://t.co/7RvECEvlgv""",negative
13,id_1136665384524931075_2019-06-06.jpg,1136665384524931075,Positive,Neutral,positive,0.8,"The image shows a building covered in plants, which is a positive sign for the environment.",Going green during the construction \xf0\x9f\x8f\x97\xef\xb8\x8f\xf0\x9f\x8f\xa1\xf0\x9f\x8f\xa2 process can help rapidly urbanizing cities become more resilient to climate-related disasters\xe2\x80\x94while saving money \xf0\x9f\x92\xb0 and contributing to lower emissions.  #Innovate4Climate https://t.co/VKmMJeX9io https://t.co/Vs4coG6Ybk,positive
14,id_1175864416006561793_2019-09-22.jpg,1175864416006561793,Negative,Negative,negative,0.9,The image shows a man with a fish head. The man is looking up with a sad expression. The image is likely a metaphor for the effects of climate change on the environment. The slogan on the image reads: 'Stop climate change before it changes you'. This suggests that the image is trying to raise awareness about the issue of climate change and encourage people to take action to stop it.,So... The human race will just evolve into fish people so we can live underwater?How do we make climate change happen fastest? https://t.co/RpQmkJRjEC,negative
15,id_1184075205779419136_2019-10-15.jpg,1184075205779419136,Positive,Positive,positive,0.9,The image shows a group of young people sitting in a lecture hall. They are all smiling and appear to be engaged in the lecture. This suggests that the sentiment of the image is positive.,"Students are divided into small groups & have started working on projects with their mentors from IIT on themes like CO2 sequestration, nanofabrication for nano-scale devices & climate change. Prototypes of the projects will be showcased in the exhibition on 23rd Oct. #MHRDDHRUV https://t.co/RxUX75SK55",neutral
16,id_1176931831243038721_2019-09-25.jpg,1176931831243038721,Neutral,Positive,neutral,0.6,The image shows three people sitting on a stage having a conversation. Their facial expressions are neutral and the overall tone of the image is neither positive nor negative.,"Former Secretary of the US Treasury Henry Paulson reminds us at #BloombergGBF that climate change is \xe2\x80\x9cby far, the most formidable, catastrophic, absolutely certain risk to our economic and social security, and social stability.\xe2\x80\x9d https://t.co/K5w7RjNYtb https://t.co/iGqwplppbT",negative
17,id_1080547022317412352_2019-01-02.jpg,1080547022317412352,Positive,Neutral,neutral,1.0,"The image shows a man in a suit sitting in a chair. He is looking to the right of the frame and has a slight smile on his face. The background is a blur of light blue. The image is likely taken at a conference or other business event. The man's expression is neutral and he is not making any overt gestures. Therefore, the sentiment of the image is neutral.","\\#Nuclear is ideal for dealing with climate change, because it is the only carbon-free, scalable energy source that\xe2\x80\x99s available 24 hours a day,\\"" says @BillGates in his end of year review. https://t.co/COCsFnRkXZ https://t.co/XrLlo9PhF3""",positive
18,id_1086187467156398080_2019-01-18.jpg,1086187467156398080,Neutral,Neutral,positive,0.7,"The image shows a large group of people, mostly young, gathered in a public space. They are holding signs and chanting slogans, and appear to be engaged in some form of protest or demonstration. The overall sentiment of the image is positive, as it suggests that people are coming together to stand up for a cause they believe in.",Huge protest for #climatechange in Freiburg. #FridaysForFuture https://t.co/a5KPgDKq2z,negative
19,id_1115989597157249025_2019-04-10.jpg,1115989597157249025,Negative,Negative,negative,0.9,"The article describes a contentious exchange between two individuals, with one person repeatedly challenging the other's qualifications and expertise. The tone is confrontational and dismissive, and the overall sentiment is negative.","Rep. Thomas Massie (R-Ky.) appears to refer to political science as \\pseudoscience\\"" in bizarre exchange with John Kerry yesterday during climate change hearing https://t.co/8nsHTdQUxr https://t.co/voO5bfnVeO""",neutral
20,id_1170936867610615810_2019-09-09.jpg,1170936867610615810,Neutral,Neutral,neutral,0.8,The image shows a group of people sitting around a table having a meeting. The people are all looking at the person at the head of the table. The person at the head of the table is speaking. The people around the table are all listening attentively. The image is well-lit and the people are all wearing business suits. The overall tone of the image is serious and business-like.,"Departmental briefing @FMEnvng continues with Climate Change, Forestry, Pollution Control & Environmental Health Deparments presenting today https://t.co/FZykZm8pDn",neutral
21,id_1180653054728650753_2019-10-06.jpg,1180653054728650753,Positive,Neutral,positive,0.75,The image shows a large group of people gathered together in a public square. They are standing in a circle around a large painting on the ground. The painting is of a tree with a heart in the center. The people are holding signs and chanting slogans. The overall sentiment of the image is positive because it shows people coming together to support a cause that they believe in.,"Beautiful. One week after 500,000 people flooded the streets of #Montreal to demand action on climate change, people were back to collectively paint a message to our national \'leaders\' - \\Act On Climate, We Rise Together.\\""#ClimateStrike #go100re #GreenNewDeal @GretaThunberg https://t.co/GXz8WcNW1r""",positive
22,id_1171454263689564160_2019-09-10.jpg,1171454263689564160,Positive,Neutral,positive,0.75,The image shows a group of people raising their hands and appears to be voting on something. This suggests that the people are engaged and interested in the topic being discussed.,Students have led the way calling for action on the climate crisis. #TUC2019 has voted to support them.We will support the fight against climate change to help protect the planet. We\xe2\x80\x99ll stand up for workers to make the transition to a greener economy just. #ClimateAction https://t.co/RMH4D8zGNL,positive
23,id_1163662206090862593_2019-08-20.jpg,1163662206090862593,Negative,Negative,negative,0.9,The image is about a letter to the future and it is about a glacier that is losing its status as a glacier. The tone of the letter is sad and it is clear that the author is concerned about the future of the glacier.,"Scientists bid farewell to Okj\xc3\xb6kull, the first Icelandic glacier lost to climate change, with a monument that features \\A letter to the future\\"" https://t.co/wEB0AIseWZ https://t.co/X9iD9YRPuL""",neutral
24,id_1118229830737301505_2019-04-16.jpg,1118229830737301505,Positive,Negative,negative,0.9,"The image shows a group of police officers arresting a man. The man is wearing a red jacket and the police officers are wearing yellow jackets. The man's face is not visible, but the police officers' faces are visible. The police officers look serious and the man looks distressed. The image is taken from a low angle, which makes the police officers look more imposing. The overall tone of the image is negative.","b""Massive respect for everyone who's had the guts to be arrested today to draw attention to the British government's complete failure to take the urgent threat we face from climate change seriously.The only rational response to the science is to demand change and to demand it now https://t.co/v6tYZjcwjI""",neutral
25,id_1085258361497681920_2019-01-15.jpg,1085258361497681920,Negative,Neutral,negative,0.7,"The article is about the Green New Deal and how it is not an ideal name if you want to attract bipartisan support. The article also mentions that there is a lot of distrust of these home-run giga-packages and that it has been more effective to try to hit singles and doubles. The article concludes by saying that the fault lines in the debate over the Green New Deal resemble the fault lines of 2009, which produced a bill that was groundbreaking for clean energy but politically debilitating for Democrats.",there are no conservative solutions to climate change. https://t.co/lv06Q6mItR,negative
26,id_1119902133338484736_2019-04-21.jpg,1119902133338484736,Positive,Positive,positive,0.6,The image shows a white bird standing in a body of water with a dragonfly nearby and some green plants. The text on the image reads: *Restore nature to help stop climate breakdown*. The image is likely trying to convey the message that nature is important and that we need to protect it. The image is positive because it suggests that we can still restore nature and stop climate breakdown.,"Our petition calling on UK Government to restore #nature on a massive scale to help stop #ClimateChange has just received its 30,000th signature. Amazing stuff! Can we get to 100k and force a debate in parliament? Please keep signing! https://t.co/PUu2pmSrd1 https://t.co/6WHraeepY0",positive
27,id_1176640954515824640_2019-09-24.jpg,1176640954515824640,Positive,Positive,positive,0.9,"The image is a screenshot of a tweet by Greta Thunberg, which reads: 'A very happy young girl looking forward to a bright and wonderful future.' The tweet is accompanied by a smiling photo of Greta Thunberg.","Did you see the \xe2\x80\x9cpresident\xe2\x80\x9d mock 16-year-old @GretaThunberg in a tweet today? We should all be applauding this amazing climate change activist for working harder to save our planet than many in our own government. Thank you, Greta!! Your new bio is brilliant...just like you! \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb https://t.co/Fr2AkA8z7c",positive
28,id_1099399134363041792_2019-02-23.jpg,1099399134363041792,Neutral,Negative,negative,0.9,"The image is a political cartoon that depicts a woman, labeled as 'Coromandel', sitting on a rock in the ocean. The woman is being confronted by a large wave, which is labeled as 'High Tide Line'. The woman is saying, 'And the West Coast & I will not budge from this position until someone stumps up with some evidence on climate change!' The image is clearly intended to be critical of the woman's position on climate change. The cartoonist is using satire to make a point about the woman's stance on climate change. The image is negative because it is critical of the woman's position.","b""55 councils signed the Local Govt Leaders' #ClimateChange Declaration. The other twenty-three, incl Coromandel & West Coast have not. Pictured is Sandra Goudie, Mayor of Thames Coromandel. My @NZStuff @SundayStarTimes #cartoon #nzpol https://t.co/Hh5GP7FET2""",neutral
29,id_1113504769660919808_2019-04-03.jpg,1113504769660919808,Neutral,Neutral,positive,0.6,The image shows a group of people sitting in a circle and listening to a man standing in the center. The people are all smiling and engaged in the conversation. The image is well-lit and has a positive atmosphere.,"Hosting IKEA #OneHomeOnePlanet 2-Day Summit w GLOBAL THOUGHT LEADERS in sustainability development, climate change, Refugee Business Integration, the Gig-Economy & Social Entrepreneurship, here to assist @IKEA_PresseTo co-create a more planet & people positive ethos within IKEA https://t.co/4O0nIzyxiH",positive
30,id_1156933812150034432_2019-08-01.jpg,1156933812150034432,Positive,Neutral,neutral,0.6,The image shows a green hedge and some potted plants. There is nothing particularly positive or negative in the image.,"Planting Neem \xf0\x9f\x8c\xb3 besides conocarpus plants. Once neems are grown up, we will remove #conocarpus. Enjoying plantation in this weather, probably it the best season to plant \xf0\x9f\x8c\xb2 #Plant4Pakistan #ClimateChange #PlantForPakistan https://t.co/GUcl7my8I8",positive
31,id_1204446852973826054_2019-12-10.jpg,1204446852973826054,Positive,Negative,positive,0.9,"The image shows a person planting a tree, which is a positive action. The person is also wearing a headscarf, which may indicate that they are Muslim. Muslims believe that planting trees is a good deed, so the image is likely to be seen as positive by Muslims.","\xe2\x80\x9cPeople need to be at the heart of the response to climate change.\xe2\x80\x9d Hear from Indonesia Country Director, Ankur Garg, about our exciting multimedia project inspiring young people to join the climate conversation: https://t.co/g4vTfN7SU0 #COP25 #ClimateAction #Media4Dev https://t.co/J7ku459hwi",positive
32,id_1170655901004566528_2019-09-08.jpg,1170655901004566528,Negative,Negative,negative,0.8,The image shows a group of people holding signs and protesting against something. The signs say things like '#SaveAarey' and 'Oxygen is over'. This suggests that the sentiment of the image is negative.,#SaveAareyForest Protested against the decision to cut around 2700 trees in Aarey forest to make way for a car shed for Metro. We need to conserve trees to battle the climate change challenges.. @mybmc https://t.co/rZjovYOnH2,neutral
33,id_1130225426465415168_2019-05-19.jpg,1130225426465415168,Positive,Positive,positive,0.9,"The image shows Bernie Sanders, a progressive politician who is popular among young people. The text on the image reads 'For the people, for the planet', which suggests that Sanders is fighting for the interests of ordinary people and the environment. The image is likely to be seen positively by people who support Sanders and his policies.",The Truth Is:Bernie Sanders Is The Candidate To Build A Movement To Tackle Climate Change.Bernie Sanders Is The Candidate To Fight The Fossil Fuel Industry.Bernie Sanders Is The Candidate To Save Our Planet.#Bernie2020 https://t.co/yKZ3VHkyGI,positive
34,id_1189943027449634817_2019-10-31.jpg,1189943027449634817,Neutral,Positive,positive,0.9,The image shows a person laughing and covering his mouth. This is typically a sign of amusement or joy.,Some YouTube comment said the plot of Promare was: The gays stopped climate change https://t.co/b9LJgOdo2v,neutral
35,id_1159843240821964801_2019-08-09.jpg,1159843240821964801,Positive,Neutral,positive,0.6,The image shows a colorful and明亮的教室，墙上装饰着五颜六色的几何图案。门的颜色也很鲜艳。这些元素都给人一种积极的感觉。,"Education, for sustainability & prosperity of #NewIndia!Smart classes in the schools of #AspirationalDistrict Pakur provide a #digital mode of learning, with themes of #ClimateChange & #JalShaktiAbhiyan on the walls to sensitise students about important environmental issues. https://t.co/7hv2YI9H2b",positive
36,id_1155889790887321601_2019-07-29.jpg,1155889790887321601,Neutral,Neutral,negative,0.8,The image shows a polar bear standing on a small piece of ice in the middle of a vast ocean. The bear is likely to be in danger of drowning or being eaten by a predator. The image is a reminder of the dangers that climate change poses to wildlife.,"b""Earth's warming in the late 1900s was more widespread than any point in the previous 2,000 years.A new study shows older climate events \xe2\x80\x94 like ones cited by people who deny human-driven climate change \xe2\x80\x94 were much more local.Today's global warming affects 98% of the planet. https://t.co/z17hDTlhEi""",neutral
37,id_1135338792095633408_2019-06-03.jpg,1135338792095633408,Positive,Negative,negative,0.8,The image shows a person holding a sign that says 'Stop Adani'. Adani is a company that is planning to build a coal mine in Australia. The person in the image is likely protesting against the mine because they are concerned about the environmental impact it will have.,"When PM Scott Morrison arrived in the #SolomonIslands, these champions at the airport asked he #StopAdani and #FreeWestPapua. $ Solidarity for their neighbours and concern for the massive local #ClimateChange impacts. Thank you! #auspol https://t.co/a2duuX6M93",positive
38,id_1163946350884642817_2019-08-20.jpg,1163946350884642817,Negative,Neutral,positive,0.6,"The image shows a group of people sitting on a stage, with a man standing in front of them holding a microphone and speaking. The background is a black curtain with the words 'Frank LaMere Native American Presidential Forum 2019' written on it. The people on the stage are all smiling and looking at the man speaking. The image is well-lit and has a positive atmosphere.",\xe2\x80\x9cClimate change is threatening the entire planet. It pains me very much that we have a president who believes climate change is a hoax. It is not a hoax. As president it will be my job to stand up to the fossil fuel industry and tell them this isn\xe2\x80\x99t about profits.\xe2\x80\x9d@SenSanders https://t.co/7sU5wmGCZY,negative
39,id_1100815238948155394_2019-02-27.jpg,1100815238948155394,Neutral,Neutral,neutral,0.8,The image is a neutral weekly report with charts and numbers. There is no sentiment expressed in the image itself.,Weekly Report - Week 7 #africa #asean #battery #bitcoin #blockchain #climatechange #corda #elonmusk #greenenergy #irena #LO3 #pilotproject #powerwall #R3 #renewables #siemens #storage #tesla #thailand https://t.co/RKt5lVKYnz https://t.co/XzzMbQ1e9j,neutral
40,id_1125122728263024642_2019-05-05.jpg,1125122728263024642,Neutral,Neutral,negative,0.7,The image is about theが少ない番組で気候変動を取り上げていることへの不満を表しています。,"b""In April, there were only two substantive segments on climate change, marking a three month low. We can see the effects of climate change all around us. We just don't see it covered by some of the most influential TV news shows in a meaningful, consistent way. #ClimateCoverage https://t.co/G88dAJfU0t""",negative
41,id_1123272962830995458_2019-04-30.jpg,1123272962830995458,Neutral,Neutral,neutral,0.8,"The image shows a group of people, some of whom are smiling. It is difficult to determine the sentiment of the image without additional information.","Evidence continues to mount that climate change is harming our state and nation. Today, I was proud to introduce a bipartisan bill to create the Maine Climate Council and continue our work to combat this threat, expand our clean energy economy, & invest in our future. https://t.co/MiCoKkFQZX",positive
42,id_1156149048988119040_2019-07-30.jpg,1156149048988119040,Neutral,Neutral,negative,0.9,"The image shows a weather forecast with very high temperatures. The woman on the right is dressed in a summer dress, suggesting that the weather is hot. The expression on her face suggests that she is not enjoying the heat and is perhaps feeling hot and uncomfortable.",The top image is a fictitious weather report imagining what the weather would be like in 2050 for a 2014 French TV documentary about climate change. The bottom image is the real weather report from last week https://t.co/wBpqq08LGN,neutral
43,id_1129581587341778944_2019-05-18.jpg,1129581587341778944,Negative,Neutral,positive,0.6,"The image shows a diver swimming over a beautiful coral reef. The diver is likely enjoying the experience, and the coral reef is a positive and vibrant ecosystem.","b""After more than 7,000 hours underwater, today I did the saddest dive of my life. Here is a before and after, just 8 weeks separate those pictures. If we don't deal with #climatechange now, this can happen to most coral reefs in the world! #HopeForReefs https://t.co/1wkDwojmLB""",negative
44,id_1116606128819859456_2019-04-12.jpg,1116606128819859456,Neutral,Negative,positive,0.6,"The image is about climate change. The person in the image is holding a sign that says 'Climate change is real. Let's take climate action. Every extra bit of warming matters!' This is a positive message, because it is calling for action on climate change. The person in the image is also smiling, which suggests that they are optimistic about the possibility of taking action on climate change.",20 weeks #FridaysForFuture #ClimateStrike in Nigeria.Not signing the climate change bill by our leaders is equivalent to them seeing thousands of us hitting the street because we are now in an era when we stand for things that matters to our future.@GretaThunberg https://t.co/PmM6asElnk,negative
45,id_1102614766772727808_2019-03-04.jpg,1102614766772727808,Neutral,Positive,positive,0.9,The image shows a cat lying on a book in a sunny spot. The cat has its eyes closed and looks relaxed. The overall impression of the image is peaceful and relaxing.,"Climate kitty is honouring @UCSUSA\xe2\x80\x99s 50th birthday in typical cat fashion, by sitting on their most comprehensive climate impact report, \xe2\x80\x9cConfronting climate change in the US Northeast\xe2\x80\x9d. #itfitzhesitz https://t.co/WGKPQ2XZgd",positive
46,id_1142794570134106113_2019-06-23.jpg,1142794570134106113,Positive,Positive,positive,0.6,"The image shows a bright sun and blue sky with clouds. The sun is often associated with happiness and positivity, and the blue sky is often seen as a symbol of hope and optimism. The image is likely to evoke positive feelings in viewers.","b""The upcoming #heatwave in #Europe reminds us that #ClimateChange is real. It's a race against time but it's a race we can still win.#ClimateAction is more important than ever, we have to act NOW: https://t.co/Hm4ytOUDg4 https://t.co/SeSqsQeQ5n""",positive
47,id_1191719329831669761_2019-11-05.jpg,1191719329831669761,Neutral,Positive,prediction failed,0.0,No sentiment detected.,"Three Delhi Girls at the Arctic circle, on their way to the North Pole. #ClimateChange https://t.co/mEXqoeCtju",neutral
48,id_1199706953586487298_2019-11-27.jpg,1199706953586487298,Neutral,Neutral,negative,0.8,"The image shows a map of the world with the current and future areas suitable for wine production. The future areas are smaller than the current areas, which suggests that climate change will have a negative impact on wine production.",If you didnt care about climate change so far but really enjoy a good glass of wine this might unsettle you: Winemakers will have to move further from the equator to have fabourable grwoing continitions. Source: https://t.co/GYIq1zss5f https://t.co/0seR3Frj2u,neutral
49,id_1135318821609398272_2019-06-02.jpg,1135318821609398272,Neutral,Negative,negative,0.9,The image is a tweet from Bernie Sanders saying there is no middle ground or compromise with Donald Trump and the GOP. The tweet is critical of Trump and the GOP.,Context for Bernie\xe2\x80\x99s new #NoMiddleGround messaging: Biden\xe2\x80\x99s \xe2\x80\x9cmiddle ground\xe2\x80\x9d approach to climate change. https://t.co/JrvuJNtIbg,neutral
50,id_1207796321865748485_2019-12-19.jpg,1207796321865748485,Negative,Negative,negative,0.8,The images show the aftermath of a bushfire. There are pictures of burnt trees and exhausted firefighters. The overall sentiment of the image is negative.,For any overseas followers this sums up the week in Australia \xf0\x9f\x87\xa6\xf0\x9f\x87\xba. Exhausted & under-resourced volunteer rural fire fighters left to fight it out against a climate change altered landscape while the Prime Minister jetted off in his new $250M plane to Hawaii for a holiday. #auspol https://t.co/XLXEWHE08C,neutral
51,id_1162027899668586504_2019-08-15.jpg,1162027899668586504,Neutral,Neutral,negative,0.8,"The image shows a glacier breaking apart, which is a negative event as it is a sign of climate change.",Meteorologists say July was the hottest month recorded on Earth since records began in 1880. @AP  #climatechange #ClimateAction #ClimateCrisis https://t.co/1uzIucw8H2,positive
52,id_1172911651835826176_2019-09-14.jpg,1172911651835826176,Negative,Negative,negative,0.9,"The image shows a group of women walking in a dry and cracked landscape. The text on the image reads 'Climate change is a women's issue'. This suggests that the image is about the negative impact of climate change on women. The image is likely to evoke feelings of sadness, anger, and frustration in viewers.",The impact of #climatechange affects women and girls disproportionately due to existing gender inequalities.Our Deputy Exec. Dir. @abhatiaunwomen & @UNDP Assistant Administrator @UlrikaModeer share why via @ipsnews https://t.co/G3rZVofN8e https://t.co/METtHJq9dT,neutral
53,id_1101176583912599552_2019-02-28.jpg,1101176583912599552,Neutral,Negative,neutral,0.6,The image shows two firefighters in protective gear. One firefighter has his hand on the shoulder of the other firefighter. The firefighters are looking at something off-camera. The image is in a forest. The background is blurred and looks like there is smoke in the air. The image is a still shot from a video.,Exciting/terrifying update: writing a book with @IslandPress about science communication & engagement on emotional & contentious issues. It will be practice-based view & expand themes from pieces like this @onbeing https://t.co/q4HvuDEVyd & @newrepublic https://t.co/UdWXH3df7h https://t.co/zCDn8iboKQ,positive
54,id_1184126098105339906_2019-10-15.jpg,1184126098105339906,Neutral,Neutral,negative,0.9,The image is about how the current system is corrupted by big money interests and how democracy dollars can help to silence dirty money and give the power back to the people.,"We need to wash out corporate influence by flooding our elections with small donors. $100 Democracy Dollars for all will do it, enabling us to overturn Citizens United and conquer challenges like climate change + the 4th Industrial Revolution. #DemDebatehttps://t.co/AHAeWSnAlu https://t.co/abLQ7mAWF2",neutral
55,id_1096080149773209600_2019-02-14.jpg,1096080149773209600,Negative,Neutral,neutral,0.6,The image shows a beautiful mountain landscape with a lake and a suspension bridge. There are two people walking on the bridge. The image is very peaceful and serene.,"Two decades ago, this bridge in the Swiss Alps did not exist. Instead, a glacier allowed hikers to cross the valley. https://t.co/zdllnVLMdR https://t.co/2WJH6WhnmE",neutral
56,id_1100795802224611328_2019-02-27.jpg,1100795802224611328,Negative,Negative,negative,0.8,"The image shows a wildfire, which is a natural disaster that can cause a lot of damage and loss of life. The image is therefore likely to be associated with negative emotions such as fear, worry, and sadness.","What on earth are we doing? Burning @visitsnowdonia NP to increase grazable area for sheep and subsidy? Stonechats building nests, saplings, inverts, reptiles, small mammals all up in smoke. @michaelgove @GeorgeMonbiot @MarkAvery @DailyPostNews @Snowdonia_Soc #climatechange https://t.co/hYUdDhw1Uk",negative
57,id_1184458611113811968_2019-10-16.jpg,1184458611113811968,Neutral,Positive,positive,0.6,"The image shows a couple, the Duke and Duchess of Cambridge,  hiking in the mountains. They are both smiling and appear to be enjoying themselves. The background is a beautiful mountain landscape. The overall impression of the image is positive.",The Duke and Duchess of Cambridge visited the remote Chiatibo Glacier in Broghil National Park to see how #ClimateChange is causing glaciers to melt and creating risks for downstream communities. #RoyalVisitPakistan https://t.co/3nQYVLQ1xR,neutral
58,id_1149795568249638913_2019-07-12.jpg,1149795568249638913,Neutral,Negative,negative,0.9,The image is about climate change and the different reactions people have to it. The first person is concerned about climate change and is trying to convince the second person to take it seriously. The second person is not interested in climate change and does not believe it is a serious problem. The third person is concerned about climate change but is not sure what to do about it. The fourth person is not concerned about climate change and thinks it is a hoax. The image is negative because it shows how people are not taking climate change seriously and are not willing to do anything about it.,How to get people to care about climate change. \xf0\x9f\x96\x8b by @kendrawcandraw https://t.co/zItcPyQqaR https://t.co/OarBFwjAWw,neutral
59,id_1102081658944073729_2019-03-03.jpg,1102081658944073729,Negative,Positive,positive,0.9,The image shows a group of people hugging and smiling. This is typically a positive sentiment.,The 2014 repeal of the Carbon Price was the Liberal\xe2\x80\x99s Neville Chamberlain moment. We should never forget the charlatans who led us down this path.\xc2\xa0See my article here https://t.co/tbFcpNWdtN  #auspol https://t.co/GgvAAklhLL,negative
