image,sentiment,confidence,explanation
id_1101236696803364866_2019-02-28.jpg,neutral,1.0,The image shows the interior of a legislative chamber with empty seats. It is difficult to determine the sentiment of the image without additional information.
id_1098689114642280448_2019-02-21.jpg,negative,0.9,"The image is about how individuals can stop climate change, but the article title suggests that this is convenient for corporations. It implies that corporations are the ones who are really to blame for climate change."
id_1100463707396759557_2019-02-26.jpg,negative,0.9,The image shows a man趴在地上，很沮丧。
id_1091015804190162945_2019-01-31.jpg,negative,0.9,"The image is about a firefighter looking at a map with a quote that says 'They start earlier. They last longer.'. This quote is likely referring to wildfires, which are becoming more frequent and severe due to climate change. The image is therefore likely intended to convey a sense of urgency and concern about the increasing threat of wildfires."
id_1099176055775076353_2019-02-23.jpg,neutral,0.8,The image is of a woman looking at the camera with a neutral expression. It is difficult to determine the sentiment of the image without additional context.
id_1095453755217190912_2019-02-12.jpg,positive,1.0,The image is about climate change and the green economy. The image is positive because it is about taking action on climate change and creating a green economy.
id_1103770123045789696_2019-03-07.jpg,positive,0.75,"The image shows a large group of people gathered in a room, listening to a speaker. The people are all smiling and engaged, and the speaker is gesturing enthusiastically. This suggests that the event is positive and that the people are enjoying themselves."
id_1096446542704201728_2019-02-15.jpg,positive,0.8,"The image shows a group of children marching in a protest, holding signs with positive messages such as 'Save the planet' and 'Save the world'. The children look happy and determined, which suggests that they are optimistic about the future. "
id_1095374916688457729_2019-02-12.jpg,negative,0.9,"The tweet is about the author's takeaways from a hearing. The author is critical of the committee's refusal to adhere to committee rule 4c and provide a public memo, and also of their lack of concern about climate change. The author's tone is sarcastic and frustrated."
id_1101881775914172417_2019-03-02.jpg,neutral,0.8,The man in the image is looking out the window of an airplane. His expression is pensive and thoughtful. It is not possible to determine his emotional state or the sentiment of the image based on this information.
id_1087614016699228160_2019-01-22.jpg,positive,0.9,"The image shows a woman standing in a courtroom, wearing a pink dress. She has her hand on her hip and is looking at the camera with a confident smile. The background is blurred, but it looks like there are people sitting in the courtroom. The woman's expression and body language suggest that she is feeling confident and powerful. The pink dress is also a symbol of femininity and power. Overall, the image has a positive sentiment."
id_1096701218502656001_2019-02-16.jpg,negative,0.8,The image is about how we tell children to clean up their mess but we don't do it ourselves. It's a negative sentiment because it's about how we are not taking responsibility for our own actions.
id_1089673675694112770_2019-01-27.jpg,neutral,0.8,"The image is of Angela Merkel, the former Chancellor of Germany. She is looking at the camera with a neutral expression. The image is well-lit and in focus. There is no clear indication of the sentiment of the image."
id_1099150134351294464_2019-02-23.jpg,prediction failed,0.0,No sentiment detected.
id_1106596480674979841_2019-03-15.jpg,positive,0.6,The image shows a group of people gathered around a statue of a lion. The people are holding signs and chanting slogans. The overall sentiment of the image is positive because it suggests that people are coming together to fight for a common cause.
id_1086233216049131520_2019-01-18.jpg,positive,0.75,"The image shows a large crowd of people gathered in a public square. The people are holding signs and chanting slogans. The signs and slogans are all about climate change. The people are all dressed in warm clothes, and it appears to be a cold day. However, the people are all smiling and appear to be enjoying themselves. The overall sentiment of the image is positive."
id_1087685089633468419_2019-01-22.jpg,negative,0.8,"The image shows a dry and barren field, which is likely to be caused by drought. This is a negative sentiment because drought can cause crops to fail and lead to food shortages."
id_1094234961593450496_2019-02-09.jpg,negative,0.75,"The image is about a poll asking whether people trust economists or Ford. 74% of people trust economists, while 26% trust Ford. The image is negative because it shows that people do not trust Ford."
id_1085602875747622912_2019-01-16.jpg,negative,0.8,"The article is about the bankruptcy of PG&E and its impact on California's climate goals. The article states that the bankruptcy could hinder investments in clean energy and safety, which would be a negative outcome."
id_1106234540874305536_2019-03-14.jpg,positive,0.6,The image shows a young girl holding a sign that says 'School strike for climate'. She is standing in front of a large crowd of people who are all holding signs and chanting. The girl is smiling and looks determined. The image is positive because it shows people coming together to fight for a common cause.
id_1085968139660214272_2019-01-17.jpg,positive,1.0,"The image is about the benefits of putting a price on pollution. It lists four benefits: it helps families get ahead, makes companies more competitive, grows our economy, and protects our environment. The image is in a positive tone and uses green arrows to connect the benefits, which further indicates a positive sentiment."
id_1107740730913521664_2019-03-18.jpg,positive,0.9,"The image shows a variety of young plants, which are a symbol of new life and growth. The plants are being nurtured in a controlled environment, which suggests that they are being cared for and protected. The overall impression of the image is one of hope and optimism."
id_1096148363647635456_2019-02-14.jpg,neutral,0.8,The image shows a beautiful mountain landscape with a lake and a suspension bridge. There are two people walking on the bridge. The image is very peaceful and serene.
id_1088675118258311168_2019-01-25.jpg,neutral,0.6,The image shows a woman speaking at a podium. Her facial expression is neutral. The background is a blue curtain with the words 'World Economic Forum' on it.
id_1088409899296587777_2019-01-24.jpg,negative,0.9,"The image shows a girl wearing a mask in a field of flowers with an industrial building in the background. The girl's expression is not visible, but the image is likely to be depicting a negative sentiment due to the presence of the mask and the industrial building in the background."
id_1103406578592608264_2019-03-06.jpg,neutral,1.0,"The image shows two men in suits talking. One man is sitting in a chair, the other is standing. They are both looking at each other and have serious expressions on their faces. It is not possible to tell what they are talking about or what their relationship is. Therefore, the sentiment of the image is neutral."
id_1104895798796419072_2019-03-11.jpg,negative,0.8,The article is about Barnaby Joyce demanding the government to fight the election on coal plants. The article is negative because it is about a conflict between the government and the people. The confidence score is 0.8 because the article is very negative and there is no positive sentiment in the article.
id_1106249686069866496_2019-03-14.jpg,prediction failed,0.0,No sentiment detected.
id_1083923315515944960_2019-01-12.jpg,positive,0.9,The person in the image is smiling.
id_1083901481311440896_2019-01-12.jpg,negative,0.9,"The image shows a dark, fiery background with a planet in the foreground that is partially submerged in water. The planet is surrounded by fire and the sky is dark and stormy. The image is likely meant to evoke a sense of fear and foreboding. "
id_1090339456975073281_2019-01-29.jpg,neutral,0.8,The image shows four men in suits smiling and posing for a picture. There is no clear indication of the sentiment of the image.
id_1081287520762118144_2019-01-04.jpg,positive,0.6,The man in the image is smiling and there are many buffaloes in the background. This suggests that the man is happy and content with his life.
id_1084842013890101248_2019-01-14.jpg,positive,0.6,"The image is about a call to action for the renewable energy community to collaborate on social media and is written in an upbeat and positive tone, so it is likely that the sentiment of the image is positive."
id_1082623163039653889_2019-01-08.jpg,positive,0.6,"The image shows a large crowd of people marching in a protest for climate change. The people are holding signs and chanting slogans, and they appear to be very passionate about their cause. The image is positive because it shows people coming together to fight for a common goal."
id_1089855848803901440_2019-01-28.jpg,negative,0.9,"The image is about the global syndemic of obesity, undernutrition and climate change. The text in the image states that this is the paramount health challenge for humans, the environment and the planet in the 21st century. The image is therefore negative in sentiment."
id_1105539760800653314_2019-03-12.jpg,positive,0.75,"The article is about a bill that would create a fund to help communities in the US prepare for the effects of climate change. The bill is described in positive terms, and the overall tone of the article is one of hope and optimism."
id_1090318174665535488_2019-01-29.jpg,negative,0.6,The article talks about how climate change is causing lakes to spend winters ice-free. This is a negative sentiment because it is a sign of the negative effects of climate change.
id_1089073736152694784_2019-01-26.jpg,negative,0.8,"The image shows a dead shark surrounded by dead fish and other sea creatures. This is likely to be seen as a negative image, as it suggests that the shark has been killed and that the other creatures are also dead as a result."
id_1101181652506763264_2019-02-28.jpg,neutral,0.6,The image shows a group of people walking on a running track. There is no clear indication of the sentiment of the image.
id_1103321823675105280_2019-03-06.jpg,neutral,1.0,The image shows two men in suits sitting at a table having a serious discussion. It is not possible to determine the sentiment of the image based on the information provided.
id_1096377876621000704_2019-02-15.jpg,negative,0.9,The image is a banner with the text 'With climate crisis everything is dead' in German. The picture of a dead sheep in the center with everything around it also being dead or dying because of climate change conveys a very negative sentiment.
id_1093621171076120576_2019-02-07.jpg,negative,0.8,"The article talks about the negative impacts of climate change, such as rising sea levels, more extreme weather events, and the loss of biodiversity."
id_1109160191310868482_2019-03-22.jpg,positive,0.75,"The image shows a group of people holding signs and protesting for climate action. The signs have positive messages such as 'No more delaying' and 'There's no planet B'. The people are also wearing warm clothes, which suggests that they are willing to stand up for their cause even in cold weather. Overall, the image has a positive sentiment."
id_1091516712204292097_2019-02-02.jpg,positive,0.8,The image is of a forest with tall trees and green leaves. The sun is shining through the trees. The image is very calming and peaceful.
id_1079932515836514305_2019-01-01.jpg,positive,0.9,The image shows a group of people hugging and smiling. This is typically a sign of happiness and joy.
id_1108429290201403394_2019-03-20.jpg,positive,0.6,"The image is about the history of green bonds, which are a type of bond that is used to finance environmentally friendly projects. The image shows that green bonds have been growing in popularity since they were first introduced in 2008. This suggests that there is a growing interest in sustainable investing and that green bonds are seen as a way to achieve this."
id_1102990066245296128_2019-03-05.jpg,positive,0.6,The image is about Rachel Maddow talking about Jay Inslee and the Green New Deal in a positive way.
id_1093182076579446785_2019-02-06.jpg,negative,0.9,The image is a screenshot of a tweet that says 'Everybody panic'. The tweet is in response to an article about a hole in an Antarctic glacier. The article says that the hole is big enough to fit two-thirds of Manhattan. The tweet is sarcastic and suggests that people are overreacting to the news about the hole.
id_1100137001146376195_2019-02-25.jpg,positive,0.9,The image shows a group of friends sitting on a cliff and enjoying the beautiful view of a lush green forest. The friends are likely feeling happy and relaxed. The image is therefore classified as positive.
id_1083933655712509952_2019-01-12.jpg,neutral,0.8,The image does not contain any people or objects that would indicate a positive or negative sentiment. The image is of some trees which are not typically associated with any particular sentiment.
id_1095455468657537024_2019-02-12.jpg,negative,0.8,"The image is a quote from Yvon Chouinard, the founder of Patagonia. He is talking about the environmental problems that we have caused and how we need to be angry about them in order to solve them. The quote is set against a dark background, which adds to the feeling of urgency."
id_1080960748417761280_2019-01-03.jpg,positive,0.6,'Nothing less than our future and the fate of humankind depends on how we rise to the climate challenge.' This is a quote from the UN Secretary-General. He is expressing his concern about climate change and the need for urgent action. The quote is positive because it expresses hope that we can still win the race against climate change.
id_1095438922149216261_2019-02-12.jpg,prediction failed,0.0,No sentiment detected.
id_1094008185265053696_2019-02-08.jpg,neutral,1.0,The image is about prayer points for climate change. It is a  prayer for God's intervention to slow down climate change and prevent the occurrence of natural disasters. The tone is serious and prayerful.
id_1096860401164345344_2019-02-16.jpg,negative,0.8,"The image is a photo of a group of people holding signs with slogans such as 'There is no planet B' and 'Hold in your farts'. The people in the image are wearing serious expressions, and the overall tone of the image is one of concern and frustration. "
id_1099119387708178433_2019-02-23.jpg,prediction failed,0.0,No sentiment detected.
id_1083507596097654786_2019-01-10.jpg,negative,0.9,"The image shows a desert with a sign that says 'FAKE NATIONAL EMERGENCY' and a picture of a wall. The other side shows a desert with a sign that says 'REAL NATIONAL EMERGENCY' and a picture of dead bodies. The image is clearly trying to convey that the real national emergency is gun violence, not the lack of a border wall."
id_1086187467156398080_2019-01-18.jpg,positive,0.7,"The image shows a large group of people, mostly young, gathered in a public space. They are holding signs and chanting slogans, and appear to be engaged in some form of protest or demonstration. The overall sentiment of the image is positive, as it suggests that people are coming together to stand up for a cause they believe in."
id_1096476785313828866_2019-02-15.jpg,negative,0.9,"The image is a photo of a person holding a sign that says 'Bench Jorginho'. The person is standing in front of a street sign that says 'No Entry'. The image is taken from a low angle, making the person look powerful. The combination of the sign and the street sign suggests that the person is protesting against Jorginho, a Chelsea player."
id_1092413392550273024_2019-02-04.jpg,neutral,0.8,"The article is about the research on how global warming will affect Mediterranean hurricanes. It is written in a scientific tone and does not express any clear opinion or emotion. Therefore, the sentiment is classified as neutral."
id_1099005566582644736_2019-02-22.jpg,positive,0.9,"The image shows a group of people of different races and skin colors holding the Earth in their hands. This image is likely to evoke positive feelings in viewers, as it suggests that we are all connected and share a common goal of protecting our planet."
id_1081069234522935297_2019-01-04.jpg,positive,0.9,"The image shows Nancy Pelosi smiling and holding a gavel. This is likely a positive image, as she is smiling and holding the gavel, which is a symbol of authority."
id_1104690641131331584_2019-03-10.jpg,neutral,0.6,The image shows two people standing next to each other and looking at something. It is not possible to determine the sentiment of the image without additional information.
id_1098504937518948352_2019-02-21.jpg,positive,0.9,The image shows two men unveiling a statue of Mahatma Gandhi. The men are smiling and clapping. The statue is also smiling. This is a positive image.
id_1080228300264538117_2019-01-01.jpg,negative,0.6,The man in the image is walking with his head down and looking sad. This suggests that he is feeling negative.
id_1100513685494263808_2019-02-26.jpg,prediction failed,0.0,No sentiment detected.
id_1110553368387297280_2019-03-26.jpg,negative,0.8,"The image is about a senator giving a speech about climate change. The senator is saying that the Republicans are refusing to admit that climate change is real, that it is caused by humans, and that Congress must act on it. The image is negative because it is about a serious issue that is not being addressed by the government."
id_1104011505832476672_2019-03-08.jpg,negative,0.8,The image is a group of children holding signs that say 'Stop burning coal'. The children are likely protesting against the use of coal because they are concerned about the negative effects it has on the environment.
id_1104432435641618432_2019-03-09.jpg,positive,0.6,"The image is a campaign poster for Bernie Sanders. The poster uses positive language, such as 'revolution' and 'continues', and features a picture of Sanders smiling and looking confident. The overall sentiment of the image is positive."
id_1088517515138031617_2019-01-24.jpg,positive,0.6,"The text expresses the desire to create an economy that works for everyone, to be a leader who brings people together, and to lead the fight against climate change. These are all positive sentiments."
id_1088828640580825098_2019-01-25.jpg,neutral,0.8,The image shows a group of people standing on a staircase. The people are all wearing formal clothes and have serious expressions on their faces. It is not possible to determine the sentiment of the image based on the information provided.
id_1099651785898233857_2019-02-24.jpg,negative,0.9,"The image shows a surfer riding a wave with plastic bottles and bags floating around him. The image is likely to evoke negative emotions in viewers, as it highlights the problem of plastic pollution in the ocean."
id_1110212310184968193_2019-03-25.jpg,negative,0.9,"The image is about the lobbying expenditure of major oil companies on climate change. The article says that these campaigns are misleading the public about the extent of the oil companies' actions because while publicly endorsing the need to act, they are massively increasing investment in a huge expansion of oil and gas extraction."
id_1081820266362093568_2019-01-06.jpg,positive,0.9,"The image shows a dog wearing a lab coat and safety goggles, It is smiling with its tongue out. It is likely that the dog is happy and excited to be working in the lab."
id_1087447612154961926_2019-01-21.jpg,positive,0.9,The people in the image are smiling and appear to be happy. The overall tone of the image is positive.
id_1087465097755328512_2019-01-21.jpg,neutral,1.0,The image is of a Canadian flag waving in the wind. There is no clear indication of the sentiment of the image.
id_1095010884542496775_2019-02-11.jpg,neutral,1.0,The image is of a bird sitting on a branch. There is nothing in the image that suggests a positive or negative sentiment.
id_1103669816341204993_2019-03-07.jpg,neutral,0.8,The image shows a man and a woman talking. The man is holding a camera and the woman is smiling. The background is a street with cars and buildings.
id_1102210580524531712_2019-03-03.jpg,positive,0.9,"The image shows a creative and impressive snow sculpture of a dinosaur. It is a fun and whimsical take on a traditional snowman, and the artist has clearly put a lot of time and effort into creating it. The sculpture is also quite large, which adds to its impressiveness. Overall, the image is likely to elicit positive emotions in viewers, such as happiness, amusement, and admiration."
id_1109746757330718720_2019-03-24.jpg,positive,0.9,The image shows a smiling woman standing in front of a house with solar panels on the roof. The woman is carrying a basket on her head and there are trees and a blue sky in the background. The image is likely to be taken in a developing country. The woman's smile and the solar panels suggest that she is happy and that her life has improved because of the access to electricity.
id_1086538373538361344_2019-01-19.jpg,positive,0.9,The image shows a group of people hugging and laughing. This is typically a sign of happiness and joy.
id_1093254176606486542_2019-02-06.jpg,neutral,1.0,"The image is of a sea with the words 'sea level' written on it. The image is not obviously positive or negative, so I am classifying it as neutral."
id_1099399134363041792_2019-02-23.jpg,negative,0.9,"The image is a political cartoon that depicts a woman, labeled as 'Coromandel', sitting on a rock in the ocean. The woman is being confronted by a large wave, which is labeled as 'High Tide Line'. The woman is saying, 'And the West Coast & I will not budge from this position until someone stumps up with some evidence on climate change!' The image is clearly intended to be critical of the woman's position on climate change. The cartoonist is using satire to make a point about the woman's stance on climate change. The image is negative because it is critical of the woman's position."
id_1107544666411581440_2019-03-18.jpg,negative,0.9,"The image shows a graph of the rising levels of carbon dioxide in the atmosphere, with the years that various world leaders were teenagers. The title of the image is 'Scientists Were Warning About Climate Change When World Leaders Were Teens', and the subheading reads 'Here's what scientists were saying about climate change when U.S. President Donald Trump, German Chancellor Angela Merkel, Canadian Prime Minister Justin Trudeau, and French President Emmanuel Macron were teens and young adults. In the background, the level of planet-warming carbon dioxide in the atmosphere has been rising'. The image is a clear indictment of the world leaders who have failed to take action on climate change, and it is a reminder that the consequences of their inaction will be felt by future generations."
id_1103734359671025664_2019-03-07.jpg,positive,0.75,The image shows a group of people sitting around a table and smiling. This suggests that they are having a positive conversation and are enjoying each other's company.
id_1092304223591587840_2019-02-04.jpg,neutral,1.0,The man in the image is pointing with his finger. It is not possible to determine the sentiment of the image based on this information.
id_1102752129201123328_2019-03-05.jpg,negative,0.9,"The woman in the image is covering her mouth with her hand, which is a common expression of shock or dismay. Her eyes are also wide open, which suggests that she is feeling overwhelmed or stressed."
id_1106869146212544512_2019-03-16.jpg,positive,0.7,The image is about saving the hedgehogs. The chalk drawing of the hedgehog is cute and the message is positive.
id_1110163681478742017_2019-03-25.jpg,negative,0.9,"The article talks about the housing crisis and how it is forcing people to drive longer distances to work, which increases greenhouse gas emissions."
id_1102701916776091648_2019-03-04.jpg,negative,0.9,"The image is a Greta Thunberg quote about climate change. She is speaking to a crowd of people, and she is expressing her frustration with the lack of action being taken to address climate change. She is saying that it is pointless to learn facts about climate change if our politicians are not going to listen to them."
id_1093629914622844928_2019-02-07.jpg,negative,0.9,The image is about Alexandria Ocasio-Cortez's Green New Deal. The title of the image is 'Alexandria Ocasio-Cortez's Green New Deal is unaffordable according to its own data'. The image is critical of the Green New Deal and argues that it is too expensive.
id_1099034843239858176_2019-02-22.jpg,negative,0.9,The image is a political cartoon that criticizes the Green New Deal and the proposed 70 billion dollar border wall. The cartoonist has used humor and exaggeration to make their point. The image is clearly intended to be critical of the politicians and policies it depicts.
id_1098628419162648576_2019-02-21.jpg,neutral,0.8,"The image shows a large open pit mine with a number of wind turbines in the background. The sky is a gradient of orange and pink, and the ground is a dark grey. The image is peaceful and serene, and there is no obvious sign of human activity. The sentiment of the image is therefore neutral."
id_1093169992445640704_2019-02-06.jpg,negative,0.9,"The image is about global temperatures rising, which is a negative thing. The image is in red and has a serious tone, which also contributes to the negative sentiment."
id_1106212705239613441_2019-03-14.jpg,positive,0.8,The image is about a youth climate strike. It encourages people to join the strike and take action on climate change. The image is positive because it is about taking action on an important issue.
id_1091622372095021056_2019-02-02.jpg,positive,0.6,"The image is about World Wetlands Day. It shows a beautiful underwater scene with green plants and small fish. The image is likely to evoke positive feelings in viewers, as it is associated with nature and beauty."
id_1090619759626903558_2019-01-30.jpg,neutral,0.5,The image shows a group of people sitting on a stage. Some of them are holding flowers. The facial expressions of the people are not clear. It is difficult to determine the sentiment of the image.
id_1098193699257962496_2019-02-20.jpg,negative,1.0,The image shows a dead whale being butchered. The image is graphic and disturbing.
id_1097795277354921984_2019-02-19.jpg,positive,0.6,The image shows a group of people in a conference room listening to a speaker. The speaker is talking about climate change and ocean preservation. The people in the audience are engaged and interested in what the speaker is saying. The overall sentiment of the image is positive.
id_1109001928854392833_2019-03-22.jpg,neutral,1.0,The image is of a satellite in space with a rainbow-like light reflecting off of it. There is no clear indication of the sentiment of the image.
id_1109147477205225472_2019-03-22.jpg,neutral,0.6,The image shows a woman giving a speech. Her facial expression is neutral. It is not possible to determine the sentiment of the image based on the information provided.
id_1095373183794982914_2019-02-12.jpg,neutral,0.8,The man in the image is looking at the camera with a neutral expression. He is wearing a suit and has a beard. The background is blurry.
id_1102507486161051649_2019-03-04.jpg,positive,0.75,The image is about the Heathrow expansion and the votes of the Independent Group MPs. All the MPs voted for the expansion except for Angela Smith and Chuka Umunna who did not vote. The overall sentiment is positive as the majority of the MPs voted for the expansion.
id_1083788045294305281_2019-01-11.jpg,positive,0.6,"The image shows a group of people gathered in a public square. The people are holding signs and chanting slogans. The signs and slogans are positive and hopeful. The people are smiling and appear to be enjoying themselves. The image is taken from a high angle, which gives the viewer a sense of the size and scope of the gathering. The overall sentiment of the image is positive."
id_1094830565474197505_2019-02-11.jpg,positive,0.9,"The image shows a dog wearing a hat and sunglasses, with a scarf that has a periodic table of elements on it. The dog appears to be happy and content, and the overall tone of the image is positive."
id_1091599430976000000_2019-02-02.jpg,negative,0.8,"The image shows a map of the world with a large area of red and orange, which are typically associated with negative sentiments. The title of the image is '2m T Anomaly', which suggests that the image is about a temperature anomaly. The combination of these factors suggests that the image is likely to be negative."
id_1107687280653844482_2019-03-18.jpg,positive,0.9,The image shows a young girl smiling and hugging a stuffed polar bear. Her expression suggests that she is happy and enjoying the moment. The overall tone of the image is positive.
id_1093155910808162305_2019-02-06.jpg,positive,0.9,The image shows a beautiful sunset over a mountain range. The sky is a clear blue and the sun is a bright yellow. The mountains are covered in lush green trees. The overall feeling of the image is one of peace and tranquility.
id_1107982011418009601_2019-03-19.jpg,positive,0.9,"The woman in the image is smiling and appears to be excited or happy. The word 'apocalypse' is usually associated with negative events, but in this context it seems to be used in a positive or humorous way."
id_1086964123366313984_2019-01-20.jpg,negative,0.8,"The image is about the negative impact of human activities on coastal areas and the need for marine protected areas. The image shows icons of fishing, tourism, and coastal development, all of which are contributing to the degradation of coastal areas. The text also speaks about the need to avoid overfishing, manage extractive activities, and allow degraded oceans to recover. The overall tone of the image is negative, as it highlights the threats to coastal areas and the need for action to protect them."
id_1104154446366367744_2019-03-08.jpg,positive,0.6,The image shows two bibles signed by Donald Trump. The bibles are being held by a person in a military vehicle. The image is likely to be taken by a Trump supporter. The sentiment of the image is positive because it shows support for Donald Trump.
id_1097950288210812928_2019-02-19.jpg,negative,0.9,The image is a political cartoon about climate change. The cartoonist is skeptical about the claims of climate change and suggests that the world would be better off if we ignored them. The cartoon is likely to be interpreted as negative by most viewers.
id_1087092502102925312_2019-01-20.jpg,negative,0.8,The article is about the author's opinion on the lack of evidence to support the claims that carbon dioxide is the main cause of global warming.
id_1090646749297946624_2019-01-30.jpg,positive,0.75,The image shows a group of people smiling and posing for a photo. The people in the photo are all wearing formal business attire. The background of the photo is a government building. The overall tone of the photo is positive.
id_1093593884666544133_2019-02-07.jpg,neutral,0.8,"The image shows a group of people sitting around a table having a meeting. The people are all looking at the person at the head of the table, who is speaking. The people are all wearing suits or formal business attire. The background is a wall with a painting of the United Nations logo. The image is well-lit and the people are all sitting in a relaxed manner. There is no clear indication of the sentiment of the image."
id_1093251988987543557_2019-02-06.jpg,negative,1.0,"The image is about famous climate predictions that have not come true. The image shows three quotes from famous people, all of which predict that the world will end in a few years due to climate change. The image is clearly trying to show that climate change is not as big of a threat as some people make it out to be."
id_1096552009560477696_2019-02-15.jpg,positive,0.9,The image shows a group of people sitting around a table and talking. They are all smiling and appear to be engaged in a positive conversation. The overall tone of the image is positive.
id_1097912551038439430_2019-02-19.jpg,neutral,1.0,The image is a bill introduced in the US Senate. It is about climate change education. The sentiment is neutral because it does not express any opinion about climate change.
id_1090934429378318336_2019-01-31.jpg,neutral,0.6,The image shows a bus station with a tree in the foreground. There are people walking around and the weather is sunny. The image is not very clear and it is difficult to see what is happening. The sentiment of the image is neutral.
id_1110301439123832833_2019-03-25.jpg,negative,0.9,The image shows a group of people in a flooded street. The people are standing on a military vehicle and look worried. The background is a row of buildings and the sky is grey and cloudy. The image is likely depicting a flood and the people are likely worried about their safety.
id_1087940054931128323_2019-01-23.jpg,positive,0.9,"The image shows two women smiling and posing for a photo together. The overall appearance of the image is bright and cheerful, suggesting that the sentiment is positive."
id_1106698074708074496_2019-03-15.jpg,positive,0.9,"The image shows a beautiful beach with palm trees and clear water, which are often associated with positive feelings and relaxation."
id_1090651712711548928_2019-01-30.jpg,neutral,0.8,"The image shows two people, a man and a woman, sitting on a couch. The man is wearing a black suit and the woman is wearing a white dress. They are both smiling and looking at the camera. There is a table in front of them with a plate of cookies and two cups of tea. The background is a wall with a painting on it. The image is well-lit and the colors are bright. The overall tone of the image is positive."
id_1098601157956681740_2019-02-21.jpg,neutral,1.0,"The image does not contain any people or objects that would indicate a positive or negative sentiment. The image is of a forest, which is a natural scene that can be interpreted in many different ways. Therefore, the sentiment of the image is neutral."
id_1085955462368059394_2019-01-17.jpg,positive,0.6,The image shows a person getting vaccinated. Getting vaccinated is a positive thing because it helps protect people from diseases.
id_1085518623538585600_2019-01-16.jpg,negative,0.9,"The image shows a comparison between a glacier in 1913 and 2012, with the glacier having significantly melted in the latter year. This is likely due to climate change, which is a negative event."
id_1090285868001214465_2019-01-29.jpg,negative,0.9,The image is of a forest fire. The quote on the image reads: 'They've done their damage'. This quote is negative and expresses a sense of hopelessness and despair. The image and quote together create a strong sense of foreboding.
id_1105052644324847616_2019-03-11.jpg,positive,0.9,"The image is about the quote of Leonardo DiCaprio, who is a famous actor and environmentalist. In the quote, he encourages people to reduce their impact on the climate by shifting from animal protein to vegetable protein. The overall sentiment of the image is positive because it promotes a positive message about the environment."
id_1083351484476149760_2019-01-10.jpg,neutral,1.0,"The image is of a butterfly which generally evokes positive emotions. However, there is nothing particularly striking or unique about the image that would make it stand out as particularly positive or negative."
id_1096476267866742786_2019-02-15.jpg,prediction failed,0.0,No sentiment detected.
id_1106287827069759488_2019-03-14.jpg,neutral,1.0,The image is a table of the top 20 recipients of oil and gas money in 2016. There is no sentiment expressed in the image.
id_1097987884097900544_2019-02-19.jpg,positive,0.9,The image shows a cute mouse looking at the camera. It is wrapped in a blanket and looks very cozy.
id_1096438500063367170_2019-02-15.jpg,neutral,1.0,"The image is a headshot of Greta Thunberg, a climate activist. Her facial expression is neutral. The image does not contain any other people or objects. The background is blurred and is made up of leaves, which suggests that the photo was taken outside."
id_1088472549699153920_2019-01-24.jpg,positive,0.9,The image shows two men smiling and posing for a picture together. This suggests that they are happy and friendly towards each other.
id_1107120769337716736_2019-03-17.jpg,prediction failed,0.0,No sentiment detected.
