,image,sentiment
39,id_1089916375118872579_2019-01-28.jpg,Neutral
40,id_1083393048330018818_2019-01-10.jpg,Positive
41,id_1094598053837758464_2019-02-10.jpg,Negative
42,id_1091121466073063424_2019-01-31.jpg,Neutral
43,id_1083347587665723392_2019-01-10.jpg,Negative
44,id_1092869833169940480_2019-02-05.jpg,Negative
45,id_1094371643726663680_2019-02-09.jpg,Neutral
46,id_1092084042768568320_2019-02-03.jpg,Positive
47,id_1088076150084112384_2019-01-23.jpg,Neutral
48,id_1085816578451464192_2019-01-17.jpg,Positive
49,id_1085598839032217600_2019-01-16.jpg,Negative
50,id_1088592713459556353_2019-01-25.jpg,Positive
51,id_1090141055226327041_2019-01-29.jpg,Positive
52,id_1093785982590218241_2019-02-08.jpg,Neutral
53,id_1088193615665549313_2019-01-23.jpg,Neutral
54,id_1090682615361871872_2019-01-30.jpg,Positive
55,id_1087941493451640833_2019-01-23.jpg,Neutral
56,id_1085689801897099268_2019-01-17.jpg,Positive
57,id_1090331748834131969_2019-01-29.jpg,Positive
58,id_1080513124766146560_2019-01-02.jpg,Neutral
59,id_1094678402961952769_2019-02-10.jpg,Neutral
60,id_1093870330005774336_2019-02-08.jpg,Negative
61,id_1092390976801378305_2019-02-04.jpg,Neutral
62,id_1084290929190686726_2019-01-13.jpg,Negative
63,id_1082070982834225157_2019-01-07.jpg,Positive
64,id_1083507596097654786_2019-01-10.jpg,Negative
65,id_1084954534445670400_2019-01-14.jpg,Negative
66,id_1085922339328614401_2019-01-17.jpg,Neutral
67,id_1094259311688204293_2019-02-09.jpg,Negative
68,id_1085932172417089538_2019-01-17.jpg,Neutral
69,id_1092825522059599874_2019-02-05.jpg,Positive
70,id_1092803344295448581_2019-02-05.jpg,Positive
71,id_1093502894677078016_2019-02-07.jpg,Positive
72,id_1091037195727761409_2019-01-31.jpg,Neutral
73,id_1083634618916630528_2019-01-11.jpg,Neutral
74,id_1095089091765567496_2019-02-11.jpg,Neutral
75,id_1091724142523662337_2019-02-02.jpg,Positive
76,id_1088441317963776002_2019-01-24.jpg,Negative
77,id_1093126509668093952_2019-02-06.jpg,Positive
78,id_1093210797361254401_2019-02-06.jpg,Neutral
79,id_1087764303602569221_2019-01-22.jpg,Negative
80,id_1085485844725751808_2019-01-16.jpg,Neutral
81,id_1092405829280714752_2019-02-04.jpg,Neutral
82,id_1091269658580275200_2019-02-01.jpg,Neutral
83,id_1085658598061953025_2019-01-16.jpg,Negative
84,id_1086703436161302528_2019-01-19.jpg,Negative
85,id_1091518409450360832_2019-02-02.jpg,Neutral
86,id_1088800369113817089_2019-01-25.jpg,Positive
87,id_1089230773478219779_2019-01-26.jpg,Positive
88,id_1093866518755098624_2019-02-08.jpg,Positive
89,id_1084534502091821056_2019-01-13.jpg,Negative
90,id_1081852966842306561_2019-01-06.jpg,Positive
91,id_1086995213271347200_2019-01-20.jpg,Positive
92,id_1086026675945492480_2019-01-17.jpg,Negative
93,id_1093160500232372224_2019-02-06.jpg,Positive
94,id_1086594965772345344_2019-01-19.jpg,Positive
95,id_1081951090323664896_2019-01-06.jpg,Neutral
96,id_1093823719288520706_2019-02-08.jpg,Neutral
97,id_1090710782390779906_2019-01-30.jpg,Neutral
98,id_1089679198980059136_2019-01-28.jpg,Negative
99,id_1088459016739663873_2019-01-24.jpg,Positive
100,id_1091335468518645760_2019-02-01.jpg,Neutral
101,id_1092714709025841152_2019-02-05.jpg,Positive
102,id_1084959375922323456_2019-01-14.jpg,Neutral
103,id_1090942595851677696_2019-01-31.jpg,Positive
104,id_1095447970701500416_2019-02-12.jpg,Neutral
105,id_1086006968689541121_2019-01-17.jpg,Positive
106,id_1087269893727272965_2019-01-21.jpg,Negative
107,id_1090977894606794758_2019-01-31.jpg,Negative
108,id_1083407761017356290_2019-01-10.jpg,Positive
109,id_1086687735518134274_2019-01-19.jpg,Neutral
110,id_1083659402731606018_2019-01-11.jpg,Positive
111,id_1085014850504409088_2019-01-15.jpg,Negative
112,id_1089225097611788291_2019-01-26.jpg,Negative
113,id_1083400739274276864_2019-01-10.jpg,Positive
114,id_1090308642513969152_2019-01-29.jpg,Neutral
115,id_1088387929397837825_2019-01-24.jpg,Neutral
116,id_1088118946463506432_2019-01-23.jpg,Neutral
117,id_1084954727564087298_2019-01-14.jpg,Negative
118,id_1088927101594542081_2019-01-25.jpg,Neutral
119,id_1088276142988001280_2019-01-24.jpg,Negative
120,id_1091044094363779072_2019-01-31.jpg,Neutral
121,id_1088425465675681794_2019-01-24.jpg,Neutral
122,id_1084984778221412362_2019-01-15.jpg,Neutral
123,id_1095016150465835009_2019-02-11.jpg,Negative
124,id_1082795422010261506_2019-01-09.jpg,Positive
125,id_1093632259347763200_2019-02-07.jpg,Positive
126,id_1084945908565970950_2019-01-14.jpg,Negative
127,id_1091632785461264386_2019-02-02.jpg,Neutral
128,id_1095001692834357249_2019-02-11.jpg,Negative
129,id_1088829146623631361_2019-01-25.jpg,Neutral
130,id_1080069413926330368_2019-01-01.jpg,Positive
131,id_1087793708970504195_2019-01-22.jpg,Positive
132,id_1092123054921183232_2019-02-03.jpg,Negative
133,id_1089197724015185920_2019-01-26.jpg,Neutral
134,id_1088854301097840640_2019-01-25.jpg,Neutral
135,id_1095417110552104960_2019-02-12.jpg,Negative
136,id_1082316447903293440_2019-01-07.jpg,Neutral
137,id_1090325466555318272_2019-01-29.jpg,Neutral
138,id_1090252248842715139_2019-01-29.jpg,Negative
139,id_1095685387505287168_2019-02-13.jpg,Positive
140,id_1091014495210749952_2019-01-31.jpg,Positive
141,id_1090715788116402177_2019-01-30.jpg,Neutral
142,id_1095277831746134016_2019-02-12.jpg,Neutral
143,id_1087814191619104768_2019-01-22.jpg,Neutral
144,id_1083961426220367876_2019-01-12.jpg,Negative
145,id_1092749619099066368_2019-02-05.jpg,Neutral
146,id_1088211570361094150_2019-01-23.jpg,Neutral
147,id_1091198946448306176_2019-02-01.jpg,Positive
148,id_1084042304082636800_2019-01-12.jpg,Neutral
149,id_1080829971520733184_2019-01-03.jpg,Positive
150,id_1081288994774831104_2019-01-04.jpg,Positive
151,id_1092299772680200193_2019-02-04.jpg,Positive
152,id_1087777772007612416_2019-01-22.jpg,Neutral
153,id_1082751340277846016_2019-01-08.jpg,Negative
154,id_1092752134192254976_2019-02-05.jpg,Negative
155,id_1093774956767305728_2019-02-08.jpg,Positive
156,id_1083028720040972290_2019-01-09.jpg,Neutral
157,id_1086204047793766400_2019-01-18.jpg,Negative
158,id_1080466266387869696_2019-01-02.jpg,Neutral
159,id_1093294152274522112_2019-02-06.jpg,Neutral
160,id_1092828009709490176_2019-02-05.jpg,Positive
161,id_1092875607032152065_2019-02-05.jpg,Positive
162,id_1084213170108071947_2019-01-12.jpg,Neutral
163,id_1084086955430891521_2019-01-12.jpg,Neutral
164,id_1090256532267102210_2019-01-29.jpg,Positive
165,id_1091454599679168513_2019-02-01.jpg,Neutral
166,id_1095301841179602944_2019-02-12.jpg,Neutral
167,id_1088473566562209797_2019-01-24.jpg,Negative
168,id_1088216892442099712_2019-01-23.jpg,Negative
169,id_1093513716522336256_2019-02-07.jpg,Negative
170,id_1088868247485714432_2019-01-25.jpg,Positive
171,id_1083902678449745920_2019-01-12.jpg,Positive
172,id_1085786941965053952_2019-01-17.jpg,Neutral
173,id_1093991369813692416_2019-02-08.jpg,Positive
174,id_1089594981088722946_2019-01-27.jpg,Negative
175,id_1082425360464121856_2019-01-07.jpg,Positive
176,id_1091346711501430784_2019-02-01.jpg,Neutral
177,id_1093450418162528256_2019-02-07.jpg,Neutral
178,id_1090174779552948224_2019-01-29.jpg,Neutral
179,id_1086771134513799168_2019-01-19.jpg,Positive
180,id_1089238614796656647_2019-01-26.jpg,Negative
181,id_1093842967197036544_2019-02-08.jpg,Positive
182,id_1084210416773988352_2019-01-12.jpg,Neutral
183,id_1080438995836899334_2019-01-02.jpg,Positive
184,id_1095374515813662721_2019-02-12.jpg,Negative
185,id_1085559501363793920_2019-01-16.jpg,Neutral
186,id_1085937367729537024_2019-01-17.jpg,Positive
187,id_1080843549774675969_2019-01-03.jpg,Neutral
188,id_1083552855938629632_2019-01-11.jpg,Positive
189,id_1086315585141698560_2019-01-18.jpg,Neutral
190,id_1091740164576047105_2019-02-02.jpg,Positive
191,id_1081295305772011525_2019-01-04.jpg,Positive
192,id_1091119842508324867_2019-01-31.jpg,Positive
193,id_1095366363214958593_2019-02-12.jpg,Neutral
194,id_1091790654475325441_2019-02-02.jpg,Negative
195,id_1094309971225993216_2019-02-09.jpg,Positive
196,id_1093514743573229571_2019-02-07.jpg,Negative
197,id_1081188206450757638_2019-01-04.jpg,Negative
198,id_1080560117911834624_2019-01-02.jpg,Neutral
199,id_1085280537521082368_2019-01-15.jpg,Neutral
200,id_1089170952607412225_2019-01-26.jpg,Negative
201,id_1083551379015102464_2019-01-11.jpg,Positive
202,id_1085960838035300352_2019-01-17.jpg,Positive
203,id_1093773325925462016_2019-02-08.jpg,Neutral
204,id_1080575547489509376_2019-01-02.jpg,Neutral
205,id_1086262693500252160_2019-01-18.jpg,Neutral
206,id_1094936658913492992_2019-02-11.jpg,Negative
207,id_1084434664272678912_2019-01-13.jpg,Positive
208,id_1092493597314813953_2019-02-04.jpg,Negative
209,id_1091024225593409537_2019-01-31.jpg,Positive
210,id_1085763746042134529_2019-01-17.jpg,Positive
211,id_1093782774350299137_2019-02-08.jpg,Neutral
212,id_1082974281800155136_2019-01-09.jpg,Positive
213,id_1092909554759843841_2019-02-05.jpg,Positive
214,id_1085220076867981313_2019-01-15.jpg,Positive
215,id_1084207219082555392_2019-01-12.jpg,Positive
216,id_1081542785923276801_2019-01-05.jpg,Positive
217,id_1093472555061661696_2019-02-07.jpg,Positive
218,id_1082300851639799808_2019-01-07.jpg,Negative
219,id_1090668970972188672_2019-01-30.jpg,Neutral
220,id_1080442842290503680_2019-01-02.jpg,Neutral
221,id_1094427209786376192_2019-02-10.jpg,Positive
222,id_1093571592431562753_2019-02-07.jpg,Neutral
223,id_1082590280740757504_2019-01-08.jpg,Positive
224,id_1094890722019430401_2019-02-11.jpg,Positive
225,id_1095323809060659200_2019-02-12.jpg,Positive
226,id_1091639865752674304_2019-02-02.jpg,Positive
227,id_1081387849545539584_2019-01-05.jpg,Neutral
228,id_1082325890103685120_2019-01-07.jpg,Positive
229,id_1089880875003756544_2019-01-28.jpg,Positive
230,id_1082894791959023616_2019-01-09.jpg,"The sentiment of the image is positive, as it represents a green city on a green globe, symbolizing a focus on environmental sustainability and a harmonious relationship between urban development and nature."
231,id_1085281650118938625_2019-01-15.jpg,Neutral
232,id_1082318233527615488_2019-01-07.jpg,Neutral
233,id_1085574903439405056_2019-01-16.jpg,Neutral
234,id_1083216443213271040_2019-01-10.jpg,Negative
235,id_1093876990325731328_2019-02-08.jpg,Negative
236,id_1087730640689287173_2019-01-22.jpg,Positive
237,id_1083818647905280005_2019-01-11.jpg,Neutral
238,id_1086262188740878341_2019-01-18.jpg,Neutral
239,id_1090663308674224129_2019-01-30.jpg,Negative
240,id_1087995039463161856_2019-01-23.jpg,Positive
241,id_1092385774295642114_2019-02-04.jpg,Negative
242,id_1095604784814583808_2019-02-13.jpg,Positive
243,id_1088357755675688960_2019-01-24.jpg,Positive
244,id_1080751871948701696_2019-01-03.jpg,Neutral
245,id_1089162117935190016_2019-01-26.jpg,Negative
246,id_1091649990034944001_2019-02-02.jpg,Positive
247,id_1087324187113476096_2019-01-21.jpg,Positive
248,id_1082358814828056576_2019-01-07.jpg,Positive
249,id_1088036149384409089_2019-01-23.jpg,Neutral
250,id_1094740392971513856_2019-02-10.jpg,Negative
251,id_1094158501037903872_2019-02-09.jpg,Negative
252,id_1083468747241857024_2019-01-10.jpg,Positive
253,id_1084098277069459456_2019-01-12.jpg,Negative
254,id_1093589641956151296_2019-02-07.jpg,Positive
255,id_1084805123845574656_2019-01-14.jpg,Positive
256,id_1085695793644867584_2019-01-17.jpg,Positive
257,id_1088107167016640513_2019-01-23.jpg,Positive
258,id_1092879373487738882_2019-02-05.jpg,Neutral
259,id_1080721843777126400_2019-01-03.jpg,Neutral
260,id_1087614611975634944_2019-01-22.jpg,Neutral
261,id_1086511089066692608_2019-01-19.jpg,Neutral
262,id_1086575260705701888_2019-01-19.jpg,Neutral
263,id_1090554004558495745_2019-01-30.jpg,Negative
264,id_1095386828809691136_2019-02-12.jpg,Neutral
265,id_1094459767836368896_2019-02-10.jpg,Negative
266,id_1093251049803018240_2019-02-06.jpg,Neutral
267,id_1084507223324270592_2019-01-13.jpg,Positive
268,id_1080462465262108672_2019-01-02.jpg,Neutral
269,id_1093563857157664769_2019-02-07.jpg,Neutral
270,id_1087640008721354752_2019-01-22.jpg,Neutral
271,id_1080601396263546880_2019-01-02.jpg,Positive
272,id_1095699098198372352_2019-02-13.jpg,Negative
273,id_1092385077097418752_2019-02-04.jpg,Neutral
274,id_1088487727757172738_2019-01-24.jpg,Positive
275,id_1092446437907021824_2019-02-04.jpg,Positive
276,id_1083652252332642309_2019-01-11.jpg,Neutral
277,id_1089241083500945408_2019-01-26.jpg,Positive
278,id_1092750889897598977_2019-02-05.jpg,Neutral
279,id_1085788343516811266_2019-01-17.jpg,Positive
280,id_1087655380690370560_2019-01-22.jpg,Negative
281,id_1088525585926766593_2019-01-24.jpg,Positive
282,id_1093475503435120641_2019-02-07.jpg,Neutral
283,id_1091091610497138688_2019-01-31.jpg,Negative
284,id_1093288746777112577_2019-02-06.jpg,Neutral
285,id_1088884218816577542_2019-01-25.jpg,Neutral
286,id_1092621754646827009_2019-02-05.jpg,Positive
287,id_1091904464263569415_2019-02-03.jpg,Negative
288,id_1093203439876820998_2019-02-06.jpg,Positive
289,id_1093095952011923456_2019-02-06.jpg,Neutral
290,id_1083756423228604416_2019-01-11.jpg,Neutral
291,id_1085023378811973632_2019-01-15.jpg,Positive
292,id_1089073706507235328_2019-01-26.jpg,Negative
293,id_1088385931084742656_2019-01-24.jpg,Positive
294,id_1090529295209058305_2019-01-30.jpg,Positive
295,id_1084495060790624257_2019-01-13.jpg,Negative
296,id_1088012768916197380_2019-01-23.jpg,Neutral
297,id_1087004677114347526_2019-01-20.jpg,Positive
298,id_1095713428981702663_2019-02-13.jpg,Positive
299,id_1093584327491944451_2019-02-07.jpg,Negative
300,id_1089177875197001728_2019-01-26.jpg,Neutral
301,id_1085872038340902912_2019-01-17.jpg,Neutral
302,id_1093128444253294598_2019-02-06.jpg,Positive
303,id_1093213601157079040_2019-02-06.jpg,Positive
304,id_1088132233490251776_2019-01-23.jpg,Neutral
305,id_1091523799697235970_2019-02-02.jpg,Positive
306,id_1093251756103008261_2019-02-06.jpg,Neutral
307,id_1091030098034282496_2019-01-31.jpg,Neutral
308,id_1088982641091772421_2019-01-26.jpg,Positive
309,id_1094587040405049344_2019-02-10.jpg,Positive
310,id_1080483174105387008_2019-01-02.jpg,Neutral
311,id_1088065073728405505_2019-01-23.jpg,Positive
312,id_1087815449662898181_2019-01-22.jpg,Positive
313,id_1086776336272814080_2019-01-20.jpg,"The sentiment of the image is negative, as it contrasts the appearance of a polar bear in 2009 with its appearance in 2019. The polar bear's size, appearance, and habitat have changed significantly over the years, highlighting the negative impact of climate change and the loss of its natural environment."
314,id_1089285141858521089_2019-01-26.jpg,Positive
315,id_1083800858452811777_2019-01-11.jpg,Negative
316,id_1082398782380138496_2019-01-07.jpg,Negative
317,id_1085597280923779072_2019-01-16.jpg,Negative
318,id_1082325261658447872_2019-01-07.jpg,Positive
319,id_1090187799561752576_2019-01-29.jpg,Positive
320,id_1088823558271201280_2019-01-25.jpg,Positive
321,id_1091478815640113153_2019-02-01.jpg,Negative
322,id_1084497608540704768_2019-01-13.jpg,Positive
323,id_1089245052239597574_2019-01-26.jpg,Neutral
324,id_1094850870737420288_2019-02-11.jpg,Negative
325,id_1085823592418414592_2019-01-17.jpg,Negative
326,id_1088779452958601217_2019-01-25.jpg,Positive
327,id_1084512914365530112_2019-01-13.jpg,Positive
328,id_1087747927450288128_2019-01-22.jpg,Positive
329,id_1092092101674893312_2019-02-03.jpg,Neutral
330,id_1090634773486161920_2019-01-30.jpg,Neutral
331,id_1094478585384062977_2019-02-10.jpg,Positive
332,id_1088828836836446209_2019-01-25.jpg,Neutral
333,id_1080981025440886784_2019-01-04.jpg,Positive
334,id_1088174317718798336_2019-01-23.jpg,Negative
335,id_1091627329984577537_2019-02-02.jpg,Neutral
336,id_1090746028477898752_2019-01-30.jpg,Positive
337,id_1083708604648247297_2019-01-11.jpg,Positive
338,id_1093069923029520386_2019-02-06.jpg,Positive
339,id_1089972104286666753_2019-01-28.jpg,Positive
340,id_1092454986666205184_2019-02-04.jpg,Positive
341,id_1088803975527350272_2019-01-25.jpg,Positive
342,id_1092849738293088256_2019-02-05.jpg,Positive
343,id_1080563127014645760_2019-01-02.jpg,Neutral
344,id_1086227616800100355_2019-01-18.jpg,Neutral
345,id_1084656798777323521_2019-01-14.jpg,Positive
346,id_1093127402581053440_2019-02-06.jpg,Neutral
347,id_1086288611832672258_2019-01-18.jpg,Neutral
348,id_1082864200500731904_2019-01-09.jpg,Neutral
349,id_1090107322666430466_2019-01-29.jpg,Negative
350,id_1091764327009435649_2019-02-02.jpg,Negative
351,id_1083082483980255234_2019-01-09.jpg,Positive
352,id_1095541826700873728_2019-02-13.jpg,Neutral
353,id_1094948920222994432_2019-02-11.jpg,Negative
354,id_1088726898967044096_2019-01-25.jpg,Negative
355,id_1091775802335744000_2019-02-02.jpg,Neutral
356,id_1088476898202697729_2019-01-24.jpg,Positive
357,id_1085758050189733890_2019-01-17.jpg,Negative
358,id_1083745087258021888_2019-01-11.jpg,Neutral
359,id_1091260078206930946_2019-02-01.jpg,Positive
360,id_1082382661321179141_2019-01-07.jpg,Neutral
361,id_1086528009702645760_2019-01-19.jpg,Neutral
362,id_1095022340323360773_2019-02-11.jpg,Positive
363,id_1086180261446901760_2019-01-18.jpg,Neutral
364,id_1088835482568531968_2019-01-25.jpg,Neutral
365,id_1085648433745035264_2019-01-16.jpg,Positive
366,id_1094211840220037120_2019-02-09.jpg,Positive
367,id_1085475228350902272_2019-01-16.jpg,Neutral
368,id_1081851283307462657_2019-01-06.jpg,Negative
369,id_1080918591904468993_2019-01-03.jpg,Neutral
370,id_1093197586696163329_2019-02-06.jpg,Neutral
371,id_1091817380395786241_2019-02-02.jpg,Neutral
372,id_1088730769604923392_2019-01-25.jpg,Neutral
373,id_1094776005544206336_2019-02-11.jpg,Negative
374,id_1091614527194624000_2019-02-02.jpg,Neutral
375,id_1083013071700930560_2019-01-09.jpg,Positive
376,id_1092493812272898049_2019-02-04.jpg,Negative
377,id_1090660446749700100_2019-01-30.jpg,Neutral
378,id_1093060856970043393_2019-02-06.jpg,Neutral
379,id_1092676912311296000_2019-02-05.jpg,Neutral
380,id_1085323102773436416_2019-01-15.jpg,Positive
381,id_1082603474947325953_2019-01-08.jpg,Neutral
382,id_1091594382069895169_2019-02-02.jpg,Positive
383,id_1088423983282864128_2019-01-24.jpg,Neutral
384,id_1090319312584208385_2019-01-29.jpg,Neutral
385,id_1095420400773853184_2019-02-12.jpg,Neutral
386,id_1089065493972045824_2019-01-26.jpg,Neutral
387,id_1089986392275464192_2019-01-28.jpg,Positive
388,id_1095072798085648388_2019-02-11.jpg,Positive
389,id_1090606686153437184_2019-01-30.jpg,Negative
390,id_1083482367094775809_2019-01-10.jpg,Neutral
391,id_1091146779809042432_2019-02-01.jpg,Neutral
392,id_1092809113405480960_2019-02-05.jpg,Positive
393,id_1090656328421265409_2019-01-30.jpg,Positive
394,id_1086156521233240064_2019-01-18.jpg,Neutral
395,id_1091455403303624710_2019-02-01.jpg,Positive
396,id_1082413407964459008_2019-01-07.jpg,Neutral
397,id_1095391994980036609_2019-02-12.jpg,Neutral
398,id_1088161996481183744_2019-01-23.jpg,Neutral
399,id_1087756557289324544_2019-01-22.jpg,Positive
400,id_1082594815924162562_2019-01-08.jpg,Neutral
401,id_1090282239911374850_2019-01-29.jpg,Neutral
402,id_1093824662969221121_2019-02-08.jpg,Neutral
403,id_1095588865358872582_2019-02-13.jpg,Neutral
404,id_1088447910826541063_2019-01-24.jpg,Positive
405,id_1079951622959116288_2019-01-01.jpg,Neutral
406,id_1091051202945736704_2019-01-31.jpg,Positive
407,id_1082577975172837376_2019-01-08.jpg,Negative
408,id_1087708690403258369_2019-01-22.jpg,Positive
409,id_1085918416127647749_2019-01-17.jpg,Positive
410,id_1083754754482847744_2019-01-11.jpg,Positive
411,id_1082367534207287297_2019-01-07.jpg,Neutral
412,id_1092362626850529280_2019-02-04.jpg,Positive
413,id_1090708000615092224_2019-01-30.jpg,Negative
414,id_1095712964684992512_2019-02-13.jpg,Neutral
415,id_1084841455758336002_2019-01-14.jpg,Neutral
416,id_1093904504523755525_2019-02-08.jpg,Neutral
417,id_1090888134395658240_2019-01-31.jpg,Positive
418,id_1090606866684694529_2019-01-30.jpg,Neutral
419,id_1085562041060986880_2019-01-16.jpg,Neutral
420,id_1093887485099298818_2019-02-08.jpg,Negative
421,id_1090550050319675393_2019-01-30.jpg,Neutral
422,id_1089991763241111552_2019-01-28.jpg,Neutral
423,id_1088011341556867073_2019-01-23.jpg,Positive
424,id_1092441549714145280_2019-02-04.jpg,Positive
425,id_1092420866997190657_2019-02-04.jpg,Neutral
426,id_1083006248856051713_2019-01-09.jpg,Neutral
427,id_1088353840384987136_2019-01-24.jpg,Neutral
428,id_1085290833555804160_2019-01-15.jpg,Negative
429,id_1095332052205998080_2019-02-12.jpg,Positive
430,id_1083545874838384640_2019-01-11.jpg,Negative
431,id_1086672843629244416_2019-01-19.jpg,Negative
432,id_1087491112187715584_2019-01-21.jpg,Positive
433,id_1085973645585874944_2019-01-17.jpg,Positive
434,id_1085149410483425280_2019-01-15.jpg,Neutral
435,id_1090277489606316035_2019-01-29.jpg,Positive
436,id_1087812395517513728_2019-01-22.jpg,Positive
437,id_1092624393207975936_2019-02-05.jpg,Negative
438,id_1087623198710079488_2019-01-22.jpg,Positive
439,id_1080258619432525825_2019-01-02.jpg,Positive
440,id_1086391648790171649_2019-01-18.jpg,Neutral
441,id_1087663602407014400_2019-01-22.jpg,Positive
442,id_1091397525074923520_2019-02-01.jpg,Neutral
443,id_1084918250444595201_2019-01-14.jpg,Positive
444,id_1092935001551732736_2019-02-05.jpg,Positive
445,id_1091791923591954433_2019-02-02.jpg,Neutral
446,id_1084642787696377857_2019-01-14.jpg,Neutral
447,id_1086179707719168001_2019-01-18.jpg,Neutral
448,id_1082381033540993025_2019-01-07.jpg,Negative
449,id_1095216033516797952_2019-02-12.jpg,Negative
450,id_1081196094959349760_2019-01-04.jpg,Positive
451,id_1087847376360894464_2019-01-22.jpg,Positive
452,id_1091143359182172161_2019-02-01.jpg,Positive
453,id_1094965911365271552_2019-02-11.jpg,Neutral
454,id_1088519943216422912_2019-01-24.jpg,Neutral
455,id_1081058466632998914_2019-01-04.jpg,Neutral
456,id_1085913823075332096_2019-01-17.jpg,Neutral
457,id_1088036936554561536_2019-01-23.jpg,Neutral
458,id_1080588255756734469_2019-01-02.jpg,Neutral
459,id_1091178579331813377_2019-02-01.jpg,Positive
460,id_1087119354817376257_2019-01-20.jpg,Negative
461,id_1094644051268329482_2019-02-10.jpg,Neutral
462,id_1093165715434164225_2019-02-06.jpg,Negative
463,id_1088356624698228736_2019-01-24.jpg,Positive
464,id_1087272421860741120_2019-01-21.jpg,Neutral
465,id_1090916985171529728_2019-01-31.jpg,Neutral
466,id_1089938786237202432_2019-01-28.jpg,Positive
467,id_1080424761572933632_2019-01-02.jpg,Neutral
468,id_1088684416745029632_2019-01-25.jpg,Positive
469,id_1093137250693537792_2019-02-06.jpg,Neutral
470,id_1082900820750827521_2019-01-09.jpg,Negative
471,id_1089822837676871681_2019-01-28.jpg,Positive
472,id_1092665524788568064_2019-02-05.jpg,Neutral
473,id_1092815099432259584_2019-02-05.jpg,Neutral
474,id_1090988179233087493_2019-01-31.jpg,Neutral
475,id_1090899804073406464_2019-01-31.jpg,Positive
476,id_1094767781478834176_2019-02-11.jpg,Negative
477,id_1094612503185764352_2019-02-10.jpg,Negative
478,id_1085134075575390208_2019-01-15.jpg,Neutral
479,id_1093217740347883520_2019-02-06.jpg,Positive
480,id_1093233063251857408_2019-02-06.jpg,Positive
481,id_1094592545491951617_2019-02-10.jpg,Negative
482,id_1093578914423816192_2019-02-07.jpg,Neutral
483,id_1088399200793120769_2019-01-24.jpg,Neutral
484,id_1087651356758790144_2019-01-22.jpg,Negative
485,id_1089299465759014917_2019-01-26.jpg,Negative
486,id_1080443094515007489_2019-01-02.jpg,Positive
487,id_1086216802261262338_2019-01-18.jpg,Negative
488,id_1086582046917619712_2019-01-19.jpg,Positive
489,id_1095440418534236163_2019-02-12.jpg,Positive
490,id_1086994287131275267_2019-01-20.jpg,Negative
491,id_1092108235505651712_2019-02-03.jpg,Neutral
492,id_1089883743203004417_2019-01-28.jpg,Negative
493,id_1088401395827519488_2019-01-24.jpg,Positive
494,id_1092286300173012992_2019-02-04.jpg,Negative
495,id_1093449642765893632_2019-02-07.jpg,Positive
496,id_1088645747166273537_2019-01-25.jpg,Negative
497,id_1088555423005900805_2019-01-24.jpg,Positive
498,id_1088798217834237952_2019-01-25.jpg,Negative
499,id_1083758972912455680_2019-01-11.jpg,Neutral
500,id_1092499756394471425_2019-02-04.jpg,Negative
501,id_1083503670808006656_2019-01-10.jpg,Negative
502,id_1090737618856431616_2019-01-30.jpg,Negative
503,id_1091815661138001922_2019-02-02.jpg,Positive
504,id_1088894229542248451_2019-01-25.jpg,Negative
