,image,sentiment
241,id_1154178843084828673_2019-07-24.jpg,Neutral
242,id_1163916985274642445_2019-08-20.jpg,Negative
243,id_1155763656333942784_2019-07-29.jpg,Neutral
244,id_1163454899176267778_2019-08-19.jpg,Negative
245,id_1154783848502312960_2019-07-26.jpg,Negative
246,id_1153555441827426305_2019-07-23.jpg,Neutral
247,id_1155715689425985537_2019-07-29.jpg,Positive
248,id_1151022747289608194_2019-07-16.jpg,Negative
249,id_1156573539551666176_2019-07-31.jpg,Positive
250,id_1153613676949266432_2019-07-23.jpg,Positive
251,id_1151970565588168711_2019-07-18.jpg,Neutral
252,id_1151667061430595585_2019-07-18.jpg,Neutral
253,id_1163894452764778496_2019-08-20.jpg,Positive
254,id_1155870879324225537_2019-07-29.jpg,Negative
255,id_1150173844365176832_2019-07-13.jpg,Positive
256,id_1151842581724246017_2019-07-18.jpg,Negative
257,id_1158786094491688962_2019-08-06.jpg,Neutral
258,id_1153326553104879618_2019-07-22.jpg,Positive
259,id_1156923629688500224_2019-08-01.jpg,Neutral
260,id_1159400923032117248_2019-08-08.jpg,Positive
261,id_1160706244904198145_2019-08-12.jpg,Neutral
262,id_1159917287715016704_2019-08-09.jpg,Negative
263,id_1158672961097863168_2019-08-06.jpg,Positive
264,id_1154693256975912963_2019-07-26.jpg,Neutral
265,id_1151884092625096704_2019-07-18.jpg,Positive
266,id_1156633290805325824_2019-07-31.jpg,Neutral
267,id_1154310075885993984_2019-07-25.jpg,Positive
268,id_1149807799053897728_2019-07-12.jpg,Negative
269,id_1151950209888468992_2019-07-18.jpg,Positive
270,id_1163496289201471489_2019-08-19.jpg,Negative
271,id_1153439664575062017_2019-07-22.jpg,Negative
272,id_1149257941238931456_2019-07-11.jpg,Positive
273,id_1157984527442071552_2019-08-04.jpg,Neutral
274,id_1149595913356136449_2019-07-12.jpg,Positive
275,id_1152238798744502272_2019-07-19.jpg,Negative
276,id_1158706428233883650_2019-08-06.jpg,Positive
277,id_1153678193976467456_2019-07-23.jpg,Neutral
278,id_1154520175011495936_2019-07-25.jpg,Neutral
279,id_1153251570320060416_2019-07-22.jpg,Positive
280,id_1155446204932808704_2019-07-28.jpg,Positive
281,id_1158061924610957315_2019-08-04.jpg,Positive
282,id_1151110995403792384_2019-07-16.jpg,Neutral
283,id_1160884456040882177_2019-08-12.jpg,Positive
284,id_1158340860859363329_2019-08-05.jpg,Neutral
285,id_1158267931999928320_2019-08-05.jpg,Negative
286,id_1163133001238077440_2019-08-18.jpg,Neutral
287,id_1150848013272801281_2019-07-15.jpg,Positive
288,id_1159153861887746048_2019-08-07.jpg,Positive
289,id_1160098558953033730_2019-08-10.jpg,Positive
290,id_1157367964472971265_2019-08-02.jpg,Positive
291,id_1156481518233169920_2019-07-31.jpg,Neutral
292,id_1163531978098053122_2019-08-19.jpg,Neutral
293,id_1161963758173995009_2019-08-15.jpg,Positive
294,id_1156580276430131200_2019-07-31.jpg,Negative
295,id_1156539769226170368_2019-07-31.jpg,Neutral
296,id_1153624570840174592_2019-07-23.jpg,Neutral
297,id_1152564287333756929_2019-07-20.jpg,Positive
298,id_1159917480497881089_2019-08-09.jpg,Positive
299,id_1153735732445536262_2019-07-23.jpg,Positive
300,id_1163816036770050052_2019-08-20.jpg,Neutral
301,id_1153992412345319425_2019-07-24.jpg,Neutral
302,id_1156498981092044800_2019-07-31.jpg,Neutral
303,id_1151837062871625730_2019-07-18.jpg,Neutral
304,id_1154383182210437123_2019-07-25.jpg,Neutral
305,id_1154031458534604801_2019-07-24.jpg,Positive
306,id_1149024239007219713_2019-07-10.jpg,Positive
307,id_1154710960227176448_2019-07-26.jpg,Positive
308,id_1149695379400798208_2019-07-12.jpg,Neutral
309,id_1153642935499366401_2019-07-23.jpg,Positive
310,id_1149081374021713920_2019-07-10.jpg,Positive
311,id_1158853925010886656_2019-08-06.jpg,Positive
312,id_1155127722701656065_2019-07-27.jpg,Positive
313,id_1162292561979027456_2019-08-16.jpg,Positive
314,id_1162283683178401794_2019-08-16.jpg,Negative
315,id_1154824302035738624_2019-07-26.jpg,Neutral
316,id_1162089950604607489_2019-08-15.jpg,Negative
317,id_1148867430308913152_2019-07-10.jpg,Positive
318,id_1148860536932765696_2019-07-10.jpg,Negative
319,id_1154090742949785600_2019-07-24.jpg,Neutral
320,id_1162658331997167616_2019-08-17.jpg,Positive
321,id_1161647426219970560_2019-08-14.jpg,Positive
322,id_1154406308969426944_2019-07-25.jpg,Positive
323,id_1158979793498435584_2019-08-07.jpg,Neutral
324,id_1159840766685896705_2019-08-09.jpg,Positive
325,id_1153266507876655104_2019-07-22.jpg,Neutral
326,id_1156978059100205056_2019-08-01.jpg,Neutral
327,id_1157349291146403840_2019-08-02.jpg,Neutral
328,id_1160852206641393664_2019-08-12.jpg,Negative
329,id_1156599222122291200_2019-07-31.jpg,Positive
330,id_1155834173749256192_2019-07-29.jpg,Neutral
331,id_1153785612744347649_2019-07-23.jpg,Negative
332,id_1152109588478681089_2019-07-19.jpg,Negative
333,id_1161436099207749632_2019-08-14.jpg,Positive
334,id_1162164592086323200_2019-08-16.jpg,Positive
335,id_1163590819909005313_2019-08-19.jpg,Positive
336,id_1153435824370999296_2019-07-22.jpg,Positive
337,id_1155119556983058433_2019-07-27.jpg,Positive
338,id_1159448229651582976_2019-08-08.jpg,Neutral
339,id_1161215691833237506_2019-08-13.jpg,Neutral
340,id_1157663677568442372_2019-08-03.jpg,Positive
341,id_1153668055614013440_2019-07-23.jpg,Neutral
342,id_1156574053437718529_2019-07-31.jpg,Neutral
343,id_1162150733418049537_2019-08-15.jpg,Negative
344,id_1159128165077463041_2019-08-07.jpg,Positive
345,id_1157054928663318530_2019-08-01.jpg,Neutral
346,id_1161664807931531266_2019-08-14.jpg,Neutral
347,id_1150983901957038080_2019-07-16.jpg,Negative
348,id_1159919144344739840_2019-08-09.jpg,Positive
349,id_1158305272663875584_2019-08-05.jpg,Negative
350,id_1154398821734129665_2019-07-25.jpg,Positive
351,id_1160925474387877888_2019-08-12.jpg,Positive
352,id_1160957431805034496_2019-08-12.jpg,Neutral
353,id_1150659114860765184_2019-07-15.jpg,Positive
354,id_1158466211216334849_2019-08-05.jpg,Positive
355,id_1162167509044404224_2019-08-16.jpg,Negative
356,id_1156148649988100096_2019-07-30.jpg,Neutral
357,id_1157520934884061184_2019-08-03.jpg,Neutral
358,id_1157683249197527042_2019-08-03.jpg,Negative
359,id_1153300787012997120_2019-07-22.jpg,Positive
360,id_1160947391773777920_2019-08-12.jpg,Negative
361,id_1157091487626088448_2019-08-02.jpg,Positive
362,id_1156961258467483648_2019-08-01.jpg,Positive
363,id_1153975780696842241_2019-07-24.jpg,Positive
364,id_1149672201353867269_2019-07-12.jpg,Positive
365,id_1148796485120565249_2019-07-10.jpg,Neutral
366,id_1162131631408214016_2019-08-15.jpg,Neutral
367,id_1157643777043050501_2019-08-03.jpg,Negative
368,id_1151229599629496320_2019-07-16.jpg,Positive
369,id_1158174019650228225_2019-08-05.jpg,Positive
370,id_1149126488978907136_2019-07-11.jpg,Negative
371,id_1159637590385053696_2019-08-09.jpg,Positive
372,id_1162453350832648192_2019-08-16.jpg,Neutral
373,id_1156180367897964546_2019-07-30.jpg,Positive
374,id_1162068523062968321_2019-08-15.jpg,Negative
375,id_1162862418961170434_2019-08-17.jpg,Positive
376,id_1158718286625988608_2019-08-06.jpg,Negative
377,id_1152975703006052353_2019-07-21.jpg,Positive
378,id_1153592913005293568_2019-07-23.jpg,Neutral
379,id_1157320317884219392_2019-08-02.jpg,Negative
380,id_1149360578101764096_2019-07-11.jpg,Neutral
381,id_1162367214667747329_2019-08-16.jpg,Positive
382,id_1148940278931365888_2019-07-10.jpg,Neutral
383,id_1161744301803503616_2019-08-14.jpg,Positive
384,id_1158327910174023680_2019-08-05.jpg,Positive
385,id_1160646670834700288_2019-08-11.jpg,Negative
386,id_1152147082687451137_2019-07-19.jpg,Positive
387,id_1156931360105385984_2019-08-01.jpg,Negative
388,id_1155877933401006080_2019-07-29.jpg,Neutral
389,id_1149691879165976577_2019-07-12.jpg,Positive
390,id_1157230496251895809_2019-08-02.jpg,Neutral
391,id_1153739661925330944_2019-07-23.jpg,Positive
392,id_1163390149218074624_2019-08-19.jpg,Positive
393,id_1157210980021088257_2019-08-02.jpg,Positive
394,id_1154307553486094337_2019-07-25.jpg,Positive
395,id_1161136559271190529_2019-08-13.jpg,Neutral
396,id_1157319850903126018_2019-08-02.jpg,Negative
397,id_1159033942944542721_2019-08-07.jpg,Positive
398,id_1161709818664628226_2019-08-14.jpg,Neutral
399,id_1159920669821480961_2019-08-09.jpg,Neutral
400,id_1162757338320605187_2019-08-17.jpg,Negative
401,id_1160538109177663488_2019-08-11.jpg,Positive
402,id_1153433499224944645_2019-07-22.jpg,Neutral
403,id_1151046309391917061_2019-07-16.jpg,Positive
404,id_1153560461213933568_2019-07-23.jpg,Positive
405,id_1160552201712013313_2019-08-11.jpg,Positive
406,id_1157217688768397313_2019-08-02.jpg,Positive
407,id_1156937851289964545_2019-08-01.jpg,Positive
408,id_1156782946080059394_2019-08-01.jpg,Negative
409,id_1154468942716555265_2019-07-25.jpg,Positive
410,id_1162692678015954944_2019-08-17.jpg,Positive
411,id_1151188320270946304_2019-07-16.jpg,Positive
412,id_1152150525321854976_2019-07-19.jpg,Positive
413,id_1161304890456576002_2019-08-13.jpg,Neutral
414,id_1156337456133758976_2019-07-30.jpg,Neutral
415,id_1156801877457211393_2019-08-01.jpg,Neutral
416,id_1161261760562827264_2019-08-13.jpg,Negative
417,id_1157263581538390016_2019-08-02.jpg,Neutral
418,id_1160539115949105153_2019-08-11.jpg,Neutral
419,id_1156464332579979264_2019-07-31.jpg,Negative
420,id_1156883499837792257_2019-08-01.jpg,Negative
421,id_1149358013398048768_2019-07-11.jpg,Neutral
422,id_1154723312792145920_2019-07-26.jpg,Positive
423,id_1156088484756504576_2019-07-30.jpg,Neutral
424,id_1163036831631511554_2019-08-18.jpg,Neutral
425,id_1158777847584034816_2019-08-06.jpg,Positive
426,id_1161649812283912192_2019-08-14.jpg,Neutral
427,id_1157631777613107200_2019-08-03.jpg,Positive
428,id_1162435001192894464_2019-08-16.jpg,Neutral
429,id_1150681212857528320_2019-07-15.jpg,Neutral
430,id_1151174725852442635_2019-07-16.jpg,Positive
431,id_1152222186108784641_2019-07-19.jpg,Positive
432,id_1149997231430393856_2019-07-13.jpg,Positive
433,id_1163036349429104640_2019-08-18.jpg,Neutral
434,id_1150797176173289472_2019-07-15.jpg,Positive
435,id_1158655270869975046_2019-08-06.jpg,Negative
436,id_1162408622816747520_2019-08-16.jpg,Negative
437,id_1162639103793541120_2019-08-17.jpg,Positive
438,id_1154654061863546880_2019-07-26.jpg,Negative
439,id_1162427985833734147_2019-08-16.jpg,Negative
440,id_1153999693095100422_2019-07-24.jpg,Positive
441,id_1153267950666887170_2019-07-22.jpg,Positive
442,id_1148912244551561218_2019-07-10.jpg,Neutral
443,id_1149410688911196161_2019-07-11.jpg,Positive
444,id_1158723855101452288_2019-08-06.jpg,Negative
445,id_1159785423205351425_2019-08-09.jpg,Neutral
446,id_1153258478435295232_2019-07-22.jpg,Positive
447,id_1155634746380214272_2019-07-29.jpg,Negative
448,id_1155254713782284288_2019-07-27.jpg,Positive
449,id_1154999950218080256_2019-07-27.jpg,Negative
450,id_1161540819171631105_2019-08-14.jpg,Neutral
451,id_1148860270791581696_2019-07-10.jpg,Positive
452,id_1151828592105578496_2019-07-18.jpg,Negative
453,id_1159440900117934083_2019-08-08.jpg,Neutral
454,id_1160789809985675265_2019-08-12.jpg,Negative
455,id_1151661849747705856_2019-07-18.jpg,Positive
456,id_1151229935559876608_2019-07-16.jpg,Positive
457,id_1156885239307784192_2019-08-01.jpg,Neutral
458,id_1151616360335781888_2019-07-17.jpg,Positive
459,id_1157644400740261889_2019-08-03.jpg,Positive
460,id_1163451879373844482_2019-08-19.jpg,Neutral
461,id_1148929257571323904_2019-07-10.jpg,Neutral
462,id_1156630922327986176_2019-07-31.jpg,Positive
463,id_1159885021232209920_2019-08-09.jpg,Negative
464,id_1151552143842783234_2019-07-17.jpg,Positive
465,id_1152124877983191041_2019-07-19.jpg,Positive
466,id_1158744369672929280_2019-08-06.jpg,Neutral
467,id_1159711336483315712_2019-08-09.jpg,Neutral
468,id_1157901803012395009_2019-08-04.jpg,Positive
469,id_1161238978823151617_2019-08-13.jpg,Negative
470,id_1159218723078590464_2019-08-07.jpg,Positive
471,id_1154318937359732742_2019-07-25.jpg,Positive
472,id_1162891431041781760_2019-08-18.jpg,Negative
473,id_1162489734293155840_2019-08-16.jpg,Positive
474,id_1160445528888373249_2019-08-11.jpg,Positive
475,id_1150699279264210944_2019-07-15.jpg,Neutral
476,id_1162759881239289857_2019-08-17.jpg,Neutral
477,id_1158404413020487680_2019-08-05.jpg,Positive
478,id_1154388870672343043_2019-07-25.jpg,Neutral
479,id_1159770607023722496_2019-08-09.jpg,Negative
480,id_1156962095772160001_2019-08-01.jpg,Negative
481,id_1158913907609784321_2019-08-07.jpg,Positive
482,id_1152325083794477057_2019-07-19.jpg,Neutral
483,id_1155961958077620233_2019-07-29.jpg,Neutral
484,id_1159822062648778752_2019-08-09.jpg,Neutral
485,id_1159481139062542337_2019-08-08.jpg,Positive
486,id_1151926773648486400_2019-07-18.jpg,Negative
487,id_1157104639722053633_2019-08-02.jpg,Neutral
488,id_1159425012312563712_2019-08-08.jpg,Neutral
489,id_1152206541925343232_2019-07-19.jpg,Neutral
490,id_1148948547129225216_2019-07-10.jpg,Positive
491,id_1158243722166972417_2019-08-05.jpg,Neutral
492,id_1151906948138393611_2019-07-18.jpg,Positive
493,id_1151302568800161792_2019-07-17.jpg,Neutral
494,id_1152065218698076160_2019-07-19.jpg,Neutral
495,id_1160496852908666880_2019-08-11.jpg,Negative
496,id_1151609009763422208_2019-07-17.jpg,Negative
497,id_1161166249554010112_2019-08-13.jpg,Positive
498,id_1163562548681220097_2019-08-19.jpg,Neutral
499,id_1151490271642705927_2019-07-17.jpg,Neutral
500,id_1154778652954918913_2019-07-26.jpg,Negative
501,id_1156648368757727232_2019-07-31.jpg,Negative
502,id_1157346612487884806_2019-08-02.jpg,Negative
503,id_1149785715858968586_2019-07-12.jpg,Neutral
504,id_1155183812957081600_2019-07-27.jpg,Neutral
505,id_1155966239291740166_2019-07-29.jpg,Negative
506,id_1153620793030533120_2019-07-23.jpg,Neutral
507,id_1159638202082185217_2019-08-09.jpg,Positive
508,id_1152249062713958401_2019-07-19.jpg,Neutral
